"gene","TCGA-73-4670-01A","TCGA-50-5931-01A","TCGA-93-8067-01A","TCGA-L9-A5IP-01A","TCGA-50-5068-01A","TCGA-67-3771-01A","TCGA-97-A4M5-01A","TCGA-86-6562-01A","TCGA-44-5645-01A","TCGA-55-8207-01A","TCGA-86-8358-01A","TCGA-69-8254-01A","TCGA-78-7150-01A","TCGA-50-5946-01A","TCGA-05-4418-01A","TCGA-91-6836-11A","TCGA-44-3398-11B","TCGA-91-6835-11A","TCGA-55-6971-11A","TCGA-44-6144-11A","TCGA-50-5932-11A","TCGA-50-5939-11A","TCGA-50-5930-11A","TCGA-68-A59I-01A","TCGA-33-A5GW-01A","TCGA-21-1070-01A","TCGA-22-5489-01A","TCGA-98-8023-01A","TCGA-96-A4JK-01A","TCGA-56-1622-01A","TCGA-39-5030-01A","TCGA-56-7223-01A","TCGA-33-6737-01A","TCGA-77-A5G6-01A","TCGA-85-8481-01A","TCGA-60-2710-01A","TCGA-O2-A52V-01A","TCGA-77-A5GH-01A","TCGA-22-5491-11A","TCGA-77-7337-11A","TCGA-56-8309-11A","TCGA-43-6647-11A","TCGA-56-7580-11A","TCGA-56-7823-11A","TCGA-77-7335-11A"
"CD300LG",5.8739,5.9188,6.013,5.8671,6.1683,6.1665,7.7634,6.5476,6.3167,6.2641,5.9753,7.1565,5.6565,5.6565,6.0293,9.1244,10.2467,7.2275,8.6363,9.8886,10.0232,7.1544,9.6966,6.0126,6.3248,5.6565,8.5195,5.9506,5.6565,5.6565,6.1393,5.9231,6.3987,5.9409,5.6565,6.2113,5.6565,9.078,9.4289,8.6369,9.7531,10.5048,8.8707,7.0185,8.872
"MPP2",7.1299,8.6996,7.006,6.1256,6.5799,8.3529,7.221,7.5206,7.0673,7.4792,10.114,6.7576,7.6976,9.5101,6.8077,6.9413,7.87,8.1279,6.914,6.7806,7.577,7.5527,7.1247,7.7381,7.155,7.6245,8.8287,7.3075,9.0332,6.8796,7.6604,9.4918,6.7606,7.7542,8.0982,8.7864,8.2028,10.0281,7.0107,7.4326,6.9907,7.8734,7.9617,6.8718,7.1411
"NAGS",7.6998,7.9375,7.9631,7.7401,9.6084,8.9248,7.3641,8.1835,7.6575,8.4965,7.5874,7.7516,8.1175,7.462,8.6779,8.8276,8.1984,7.9086,8.6744,8.6662,7.4952,8.2359,8.8391,7.2377,7.0758,7.2018,7.9698,7.16,9.0018,6.7438,7.2657,6.8592,8.0978,7.2888,8.6283,7.6182,7.286,8.1062,8.6746,8.3113,7.9823,8.7245,7.7696,8.285,8.1651
"TMEM101",11.0794,10.0666,9.9324,10.0664,11.6859,10.4976,10.25,10.4824,9.9873,10.8492,9.5765,10.1151,9.8683,10.3839,11.2083,10.3868,10.2177,10.2613,10.173,10.5331,10.0408,9.8882,10.3986,9.4794,10.5691,9.571,10.2203,10.3249,9.8978,10.1576,10.0001,10.4525,10.1822,9.5624,10.2638,9.9654,9.9722,10.0037,10.6137,10.1534,10.2806,10.0711,9.9384,10.0533,10.7446
"LSM12",10.2117,10.1709,9.3439,9.531,9.8869,10.1133,9.2127,9.7031,8.0223,9.0769,9.739,9.4354,10.2043,9.4679,10.1681,8.9406,8.6941,8.889,8.9618,9.1551,8.9928,9.1119,8.9779,9.1571,10.2827,9.6267,9.7913,9.6795,9.7998,10.4625,9.7142,10.4632,9.9224,9.469,9.3206,9.9858,9.8725,9.6603,8.9172,9.0973,8.7106,8.9177,8.9851,9.0148,9.3185
"G6PC3",11.6256,11.1929,10.9255,11.2114,10.3762,10.4598,11.0952,11.2487,9.1994,11.0528,11.0339,10.6327,10.3515,9.7925,10.8364,10.5844,10.491,10.6912,10.5828,10.8588,10.6354,10.7469,10.8613,9.6016,11.7118,9.9264,10.7323,10.6594,11.1419,10.794,10.6669,11.3132,10.7879,9.1042,10.6173,10.6625,10.361,10.0599,11.0743,10.692,11.0821,10.7854,10.7457,10.7459,10.7658
"HDAC5",9.7218,11.0635,9.8952,10.299,10.3611,11.5749,10.9635,11.2195,10.2613,11.3653,11.6586,11.1259,10.1903,11.1861,10.0924,11.452,11.8502,11.4262,11.4569,11.4403,11.4486,11.6039,11.3963,10.3704,10.7792,10.1414,10.4764,10.4055,11.3459,10.6846,10.7466,11.279,10.1478,11.0088,11.0691,11.0598,10.2942,10.9571,11.8932,11.3511,11.4493,11.5215,11.0651,11.2305,10.6496
"C17orf53",8.6755,8.624,7.5917,8.9886,7.2423,8.8888,7.4842,8.0114,6.644,7.1077,9.3202,7.0174,8.666,8.7784,8.1187,6.558,6.7544,6.7243,6.7845,6.8633,6.7964,6.7203,6.9047,7.4218,8.7847,8.3697,9.4195,8.8887,9.6382,9.4172,8.6398,8.7687,8.7521,8.5783,8.1621,8.9147,9.0153,8.6346,6.8891,6.7119,7.0538,6.742,7.2168,7.0185,6.4562
"ASB16",6.9209,7.8851,7.1469,7.1388,6.9715,8.0857,7.7695,7.2463,6.9011,7.9043,8.9331,7.108,6.8971,7.4939,6.878,7.0241,7.1862,7.1774,7.356,7.1874,6.8876,6.8711,6.9047,6.9909,7.7612,7.0226,7.0545,7.1231,7.9997,7.4041,7.1393,7.7734,6.6245,7.0782,6.823,7.8235,7.305,7.0185,7.1327,6.7119,7.3714,7.1351,6.9977,7.1137,6.6403
"TMUB2",10.4292,10.7484,10.3564,10.5734,11.2761,10.805,10.4755,10.4361,9.7907,10.7282,10.5605,10.6034,10.6124,10.1089,10.7147,10.4741,10.3387,10.1915,10.3857,10.5137,10.2681,10.3281,10.3926,10.2978,11.0226,10.0221,10.3333,10.0774,10.4831,10.6403,10.472,11.0832,10.6044,10.0388,10.852,10.4114,10.4765,10.4117,10.4674,10.4533,10.7984,10.4279,10.4026,10.4374,10.2262
"ATXN7L3",11.7638,12.0791,11.3038,11.7486,10.5178,11.8107,11.563,11.4752,10.1699,11.3067,11.5062,11.1755,11.63,11.4893,11.7019,10.7107,11.022,10.8893,10.7727,10.8483,10.6798,10.9072,10.8465,10.8218,12.0814,11.0112,11.2128,11.6952,11.5418,11.9841,11.6677,12.112,11.7636,11.5633,11.6756,11.7809,11.5477,11.195,10.9687,10.6945,10.7409,11.0057,10.7058,10.8857,10.0639
"UBTF",11.5409,12.3656,12.1888,11.547,11.1344,11.6691,11.9292,11.9215,11.9277,11.8882,12.4794,11.6846,12.1532,12.006,11.7799,11.6842,11.9392,11.9517,11.76,11.7589,11.9657,11.9499,11.7579,11.863,12.3403,11.4735,12.291,12.325,12.3162,12.423,12.1763,12.7249,11.9005,12.6547,11.7428,12.2918,11.998,11.9415,12.0299,11.5275,11.7062,11.6796,11.6044,11.5693,11.1242
"RUNDC3A",6.514,7.658,6.0678,6.8508,6.6847,9.179,6.1558,6.8003,6.3167,6.4113,11.5485,6.74,6.4826,6.8465,6.8258,6.3874,6.5397,6.232,6.3691,6.3369,6.4244,6.4683,6.329,7.0046,6.5469,7.5276,6.6836,6.2766,7.4163,6.2428,6.3361,10.4201,6.3649,6.5644,6.4186,6.4122,8.9538,6.3962,6.2512,6.2197,7.5678,6.2709,6.5724,6.5892,6.2065
"SLC25A39",12.9719,12.6663,12.0299,12.4962,12.9019,12.5153,12.1779,12.3609,10.5249,12.0906,12.8283,11.5722,12.1351,12.4543,13.1275,11.2707,11.2433,11.397,11.1464,11.5922,11.0078,11.1028,11.4719,11.7482,13.1335,12.3918,12.3823,12.3362,13.3776,12.8562,11.8816,12.9075,13.3226,11.6923,12.8024,12.1183,12.6546,11.5244,11.6918,10.9991,11.6222,11.2685,11.314,11.5019,11.3032
"GRN",13.6099,13.891,14.1985,13.9722,13.1691,14.6529,15.1389,14.1893,12.6966,14.1842,13.4958,13.8666,13.3151,14.1754,14.1139,15.4678,15.2463,14.0151,15.2354,15.2379,15.1857,15.3547,15.4396,13.7564,14.7049,14.0999,14.0852,14.5405,14.137,13.9152,14.4745,13.7916,13.8911,13.1014,14.9118,14.3988,14.4834,13.9075,14.5936,14.7284,15.9012,15.1482,15.0474,15.3332,14.9135
"FAM171A2",7.258,7.9929,7.6405,6.5829,7.2762,7.9544,7.4918,8.3197,6.4801,7.434,9.9976,6.3911,7.5498,9.5736,7.1717,6.9122,7.1862,6.6048,6.8017,7.3092,6.9441,7.4088,6.6436,8.2655,7.005,7.0734,7.2521,7.7422,8.2889,8.166,7.5232,8.6255,7.265,8.8203,7.3748,7.8298,8.1696,7.0921,6.8728,6.4718,6.951,6.777,7.1069,7.8719,6.7559
"ITGA2B",6.2283,7.5656,6.4709,6.3789,6.6443,10.6061,6.9533,6.5277,6.3167,7.573,7.812,6.4183,6.8545,8.0376,6.2625,7.2402,7.597,6.6229,7.0422,6.6308,6.6955,7.0421,7.8915,6.7226,6.4714,6.6495,6.6836,6.4785,7.3724,6.6588,6.1393,7.3056,6.6952,6.7681,7.0135,6.6793,7.6618,6.5149,7.7792,7.8642,7.029,8.4835,6.8613,6.7657,6.6606
"GPATCH8",10.9573,11.3248,10.7541,10.7142,9.8235,10.9267,10.8549,10.8756,10.2793,11.3964,11.6187,11.0425,11.3406,11.3032,10.734,11.0675,10.9641,11.0029,11.1289,11.0828,11.4318,11.166,11.1148,10.6128,11.2135,10.6558,11.1457,10.8309,11.6803,11.5868,11.0574,11.8286,11.0967,10.9683,10.7985,11.5263,11.5202,11.2419,10.5976,11.2642,10.9968,11.1298,11.0398,10.9707,10.23
"FZD2",7.6214,7.5448,7.5061,7.6689,8.5388,7.5574,8.6131,7.8963,8.1729,8.7683,8.6953,7.3118,8.0605,9.4864,7.7985,8.051,8.921,8.508,8.5323,9.0872,8.8178,8.7166,8.6771,8.442,8.0518,7.6628,8.6692,9.0185,8.9505,9.1193,8.8603,9.6006,7.8124,8.6192,8.9204,8.3497,8.8839,8.5423,8.544,8.6966,8.0603,8.5897,8.5358,8.2392,8.3402
"CCDC43",10.1253,10.5859,9.7913,9.6327,10.1434,10.213,9.8093,10.153,9.963,10.2269,10.638,9.4944,10.3967,10.3995,10.2332,9.643,9.4239,9.3074,9.5167,9.7731,9.5394,9.3632,9.6631,9.2435,10.0636,9.6046,9.6524,9.6943,9.7537,10.2362,9.6944,10.8997,10.1883,9.6124,9.7321,9.5969,10.3559,10.2648,9.5847,9.8245,9.955,9.4972,9.5509,9.3967,9.8728
"MEIOC",8.1407,9.1473,7.9188,7.9393,8.0098,9.4967,7.8859,8.1649,8.1328,8.2299,9.9417,7.6844,8.8715,8.9623,8.2009,7.6979,7.655,7.8145,7.7153,7.8182,7.7679,7.7044,7.7252,7.5478,8.0393,7.7432,7.944,7.7271,7.9721,8.3046,7.9045,8.9221,8.0566,7.7402,7.8312,7.8235,8.3742,8.4759,7.7095,7.8892,7.9475,7.7981,7.7829,7.6302,7.9381
"DBF4B",8.5192,9.3636,8.1965,8.3561,7.7867,8.7932,8.4468,8.4243,7.3087,8.0082,10.5971,7.7296,9.074,9.761,8.4216,7.8196,7.7895,8.0331,7.9194,7.8527,7.4695,7.5356,7.4567,7.76,8.7326,8.5129,8.9054,9.0332,10.0708,8.9136,8.3828,9.9147,9.0909,8.7352,8.5411,8.4685,8.7263,9.2635,7.3952,7.5591,8.2326,7.8121,8.1546,7.9779,7.1897
"ADAM11",6.1407,7.9063,6.013,6.17,6.4053,6.4456,6.4291,5.9901,6.0909,6.5968,7.5807,6.3629,5.9352,6.6251,6.2625,6.2666,6.3004,6.4867,6.1192,6.0692,6.1844,6.2688,6.0272,6.6466,6.6158,6.5261,6.533,6.6157,8.4511,6.9344,6.3361,7.1461,6.0472,7.3576,6.2413,6.6435,6.5396,6.5366,6.0223,6.1838,6.0013,6.1993,6.0988,6.4142,5.9518
"GJC1",8.1286,9.6736,7.9253,8.2659,7.2308,7.4639,9.0013,8.5885,7.6339,8.2349,9.4196,7.0955,7.8734,9.0988,7.8062,8.5259,8.6165,8.4445,8.2826,9.2573,9.3135,9.4315,9.041,8.5018,7.5513,8.7311,8.7183,7.7195,8.845,8.6626,9.136,10.09,8.245,8.6976,7.9822,10.1401,7.8936,8.3193,8.8706,8.6043,8.4067,8.8798,8.6166,9.4606,8.563
"HIGD1B",6.8873,6.9162,7.1707,6.4621,8.3442,7.0163,8.1706,7.3478,6.9666,7.3081,7.2712,7.1446,6.6251,6.4885,6.8949,9.2799,9.1261,8.5792,8.5813,9.5564,9.1079,9.3966,9.4368,6.7583,7.3535,6.705,6.9554,6.787,6.6905,6.4576,6.8492,6.6856,7.5634,7.1939,6.4489,7.0027,6.901,6.5366,10,8.9214,9.4773,9.2687,8.7591,9.374,10.4529
"EFTUD2",12.3671,12.4853,11.7478,11.8651,11.3069,11.7128,11.7488,12.1021,11.6829,11.6019,12.0446,11.2166,11.9913,12.1089,12.1507,11.5912,11.3873,11.6155,11.3859,11.5648,11.4273,11.2993,11.7556,11.3031,12.4859,11.6486,12.2182,12.6615,12.6731,12.3726,12.2069,12.9986,12.592,11.8056,11.8215,12.5022,12.3339,12.4226,11.3283,11.4423,11.6084,11.6099,11.482,11.5024,11.486
"CCDC103",7.4166,7.6516,8.6879,7.9393,8.814,8.2236,8.4431,8.6022,8.8234,8.0601,8.2535,8.9379,8.1476,8.5703,8.3209,8.0568,9.1501,10.774,7.6922,7.5894,7.7611,7.6739,7.3415,7.1454,7.6049,7.2237,8.267,8.3365,7.4587,9.1412,8.2225,8.7831,7.2519,7.237,7.6514,7.6548,7.5123,8.1974,7.7015,7.8642,10.6301,8.2482,7.8155,8.6682,8.219
"FAM187A",7.0305,7.4432,8.5971,7.8364,8.7965,8.1493,8.3516,8.4849,8.7314,7.9419,8.11,8.8817,7.9502,8.3948,8.1427,7.9681,9.0944,10.7576,7.5266,7.4573,7.6389,7.5183,7.2016,7.0316,7.3427,7.0857,8.092,8.1678,7.0905,9.0591,8.0538,8.5498,6.8605,6.9066,7.4846,7.2287,7.1542,7.9507,7.6104,7.7382,10.6089,8.1105,7.6654,8.5909,8.126
"GFAP",6.6567,6.9635,7.7027,7.3978,7.8302,7.3449,7.7573,7.9246,8.0486,7.3081,7.498,8.0729,7.4937,7.3955,7.5149,7.4125,8.4547,10.0533,7.1446,6.9247,7.109,7.068,6.8015,11.6238,6.8808,6.5036,7.2746,7.5826,6.8758,8.2138,7.3467,7.9891,7.522,6.5644,6.8965,6.7944,6.6356,7.4284,7.0801,7.3965,9.8318,7.6566,7.2168,7.9947,7.6396
"KIF18B",9.3256,10.4072,9.165,9.0282,7.2423,8.9598,8.0966,8.9769,6.8549,6.8775,11.2373,7.5722,9.4795,11.0181,8.9048,6.3874,6.6174,6.6407,6.6742,6.9541,6.7131,6.5828,6.4494,8.8214,9.8575,9.6838,10.1158,10.2269,10.8929,10.0232,9.8129,10.3144,10.3495,9.8819,9.8193,10.649,10.1981,10.3282,6.2867,6.4481,7.1916,6.4197,7.317,7.4813,6.2791
"C1QL1",6.7598,7.0197,6.1159,6.5829,6.3149,5.9302,6.0347,6.7238,6.0116,6.0091,6.8067,5.9473,6.4826,6.3477,6.2238,5.9458,6.8735,6.42,6.0155,6.1175,6.0565,6.1144,5.8709,8.1678,6.3873,9.0264,7.0944,6.3993,8.2485,6.3591,6.0887,6.2778,6.2509,7.1376,8.0104,8.8294,7.8637,6.2519,5.6565,5.8568,6.0013,6.013,7.0476,6.2775,5.9518
"DCAKD",10.3336,10.6292,9.6043,9.3054,10.1061,9.1537,9.8846,10.4595,9.8569,9.9558,9.9929,9.083,9.6095,10.1511,9.2151,9.79,9.7827,10.2772,9.7807,10.0131,9.7043,9.8438,9.5273,9.4689,11.2725,9.5365,10.4469,10.9001,11.2156,11.3094,10.9061,10.0842,9.7907,10.0388,10.6062,11.4387,10.7233,11.1046,9.8767,9.9719,10.0955,9.6163,9.8301,9.7416,9.9875
"NMT1",12.0895,12.0907,11.6971,11.9171,11.2421,11.9456,11.8486,11.9395,11.5766,11.5538,11.8415,11.8015,12.1324,11.9515,12.3647,11.8264,11.9351,11.7799,11.7113,12.0607,12.0367,11.7359,12.0881,11.6101,12.3567,11.6747,12.0769,12.443,12.2132,12.0459,12.3567,12.4884,12.4106,11.4446,12.0371,12.4119,12.0403,12.7032,11.9051,11.9144,11.586,12.0993,11.9441,11.6989,11.844
"PLCD3",11.7286,8.3195,9.2536,10.9158,8.0221,8.4559,10.4505,9.4004,7.3985,8.4292,8.0785,9.1477,10.5123,7.9848,10.782,9.4115,10.515,10.3022,9.8164,10.0687,10.1931,10.3746,9.9396,9.1199,9.7798,10.6179,9.3453,9.4152,9.7221,10.1117,8.6565,8.9529,11.4257,8.641,11.4063,10.0111,9.1306,9.1417,10.6326,9.7446,9.4455,10.1148,10.324,9.518,9.5141
"ACBD4",9.3791,8.7713,8.3865,7.8576,9.8721,8.9651,9.1201,8.5642,8.5571,9.4648,8.2891,9.1264,8.5636,9.2816,9.3443,9.1349,9.2174,9.1218,9.2337,9.2548,8.8826,8.8197,8.8673,8.4377,7.8653,7.7503,8.1658,8.4429,9.0665,7.6923,8.0729,8.7773,8.3274,7.4406,7.9013,7.867,8.3988,8.1677,9.3965,8.8524,9.2753,8.9666,8.9432,8.8446,8.6469
"HEXIM1",10.6556,10.6444,11.7786,11.3712,10.7407,10.5228,11.5152,10.2927,10.43,11.5081,10.2581,10.7101,11.7917,11.7304,11.1755,10.5417,11.2565,10.9499,10.8476,10.8278,11.1447,11.0162,10.7867,10.8234,11.6807,10.0804,10.3918,11.0086,10.4127,10.6463,10.4356,11.1156,10.8763,10.4456,10.8255,10.3163,10.9104,10.9273,10.8923,10.5679,10.6433,10.6857,10.8017,10.3707,10.4029
"HEXIM2",8.0788,8.2191,8.154,8.1693,8.6793,8.1397,8.57,8.0322,7.9865,8.3538,8.1921,8.3366,8.2106,8.8463,8.6411,7.6979,8.111,8.2254,8.0258,7.9884,7.7611,7.5779,8.1193,7.8097,8.6305,7.6323,8.0802,8.1569,8.28,7.7468,7.8681,9.3645,7.8778,7.668,8.0917,7.8361,8.3064,8.7543,8.1337,7.2914,8.1185,7.7551,7.8906,7.6302,7.4827
"FMNL1",10.5007,8.8502,9.9155,10.8676,9.9477,10.6162,11.1648,10.0435,9.9741,10.9088,10.1699,10.2627,10.9474,9.6896,12.0348,11.4958,11.7347,10.7866,11.1806,10.8845,11.4041,11.4116,11.4352,10.5956,8.2209,10.2934,10.9689,11.2276,10.4812,8.8258,11.5508,9.8156,11.8529,8.7453,10.3751,10.5045,10.135,11.3227,10.8265,11.5595,11.871,11.8048,11.3323,11.536,10.6582
"SPATA32",6.7791,6.3203,6.3345,6.4621,6.8796,6.608,6.7813,6.4425,6.5498,6.5759,6.7084,7.2695,6.5468,6.8465,6.7706,6.2666,6.2069,6.2918,6.3393,6.2011,6.1844,6.3618,6.1793,6.2355,6.2171,6.3514,6.4045,6.6567,6.2079,6.5842,6.6091,6.5662,6.2074,6.1864,6.5332,6.4122,6.4301,6.7763,6.2512,6.1028,6.4913,6.4197,6.0524,6.3357,6.0733
"MAP3K14",8.9166,9.9406,9.0676,9.3152,9.2263,9.1629,9.6629,9.0256,10.3793,9.1407,9.9061,9.9461,8.8949,9.3579,9.4298,9.9019,9.9496,10.002,9.8414,9.5035,9.6296,10.3757,9.8945,9.5002,9.5394,9.696,11.0283,10.5319,9.66,8.8106,10.8048,8.7065,9.4515,8.6192,9.4852,9.868,9.7421,11.4782,10.5132,10.2373,9.4496,10.8449,9.6473,10.5191,9.0545
"ARHGAP27",10.6587,9.4853,11.0466,10.9286,10.0562,11.4081,11.4271,10.9992,9.9608,11.7479,9.6151,11.961,10.6704,10.5258,11.8938,10.9306,10.8562,10.3699,11.1045,11.1861,10.908,11.0004,10.4594,10.3614,11.2764,10.6152,10.0649,10.5754,11.6174,10.3795,10.1293,10.1959,11.9859,9.8108,10.4575,11.0045,10.8695,11.5966,11.03,10.5908,10.9348,10.963,10.5125,11.211,9.8987
"PLEKHM1",9.5836,9.6632,10.2539,10.1455,9.2054,11.0723,10.5778,11.2019,9.9406,10.6073,10.1279,11.758,9.7223,10.5876,10.0984,10.9001,11.0097,10.8934,10.7641,10.7411,10.8016,10.8547,10.7185,10.3659,10.6692,9.772,9.8824,10.0689,11.2591,10.0141,10.3024,10.1756,10.1367,9.7108,10.3205,10.6121,10.5137,11.0251,10.9193,10.6628,10.5394,11.2318,10.7091,10.7991,10.2004
"LINC02210-CRHR1",6.8165,7.756,7.0724,7.1261,7.7264,8.1916,6.7957,7.1767,7.4954,7.3581,8.2695,7.2587,7.1328,7.7752,7.1457,7.1956,7.1544,7.4089,6.9585,7.0105,6.9845,6.8711,6.6217,7.0182,7.5513,7.0355,8.8858,6.8701,7.9439,7.9096,7.2415,8.2651,6.9337,7.0155,7.2281,7.6108,7.5123,7.4805,7.0801,7.0594,6.9098,6.95,7.4183,6.7331,7.4734
"MAPT",6.9042,7.6258,7.4882,6.1256,6.7233,8.1203,6.8776,7.2463,7.0479,8.1529,12.0264,6.8883,6.3872,7.128,6.9114,9.354,8.023,8.0738,7.8594,8.3239,7.1775,8.041,8.0005,7.5563,6.8808,6.705,8.3074,7.0042,8.328,6.332,7.3127,9.6621,6.6952,7.0782,6.6788,7.662,7.0169,6.5982,8.1104,7.321,7.0164,8.6015,8.5244,7.6666,8.5671
"KANSL1",10.6044,11.6433,10.8049,10.6975,10.389,11.2961,10.8984,11.2124,10.763,11.2641,11.7574,10.9007,10.9529,11.7346,10.4078,11.1467,11.0297,11.13,11.1728,11.064,11.2304,10.8109,11.1542,10.5387,11.1187,10.4454,10.9511,11.1516,11.5726,11.0709,10.907,12.0899,11.0561,11.1708,10.763,11.5374,11.061,11.2996,10.8716,11.3058,10.7163,11.0805,11.2292,11.0005,10.4938
"LRRC37A",7.7657,9.5627,9.1545,9.0898,7.9063,8.6646,8.375,8.5537,9.3607,8.7951,9.6407,9.207,8.4004,9.6928,7.4557,9.0425,8.7646,9.4862,8.7187,8.3985,8.215,8.2001,8.5075,8.3704,8.5203,8.1116,8.5109,8.5744,9.2334,8.5532,8.4942,9.9302,8.9111,8.5046,8.2111,8.8173,8.3783,9.8315,7.8524,8.6297,8.4562,8.9083,9.3014,8.6301,8.219
"ARL17B",7.3844,8.6517,8.4444,7.6443,8.406,7.9871,7.8634,8.0729,8.412,8.2789,8.561,8.4407,8.1673,8.2029,7.3502,7.8992,7.6479,8.0279,8.0673,7.906,7.4609,7.4278,7.9127,7.3333,7.9417,7.4673,8.0802,8.0061,8.2621,8.1757,8.1408,9.0977,7.9171,7.8415,7.4527,7.4433,7.9513,8.2921,7.4744,7.9439,7.4346,7.703,8.0509,7.9608,7.8645
"LRRC37A2",7.6655,9.5188,8.9841,8.9699,7.7417,8.3974,7.9825,8.5107,8.8185,8.7236,9.7007,9.0065,8.3457,9.791,7.4557,9.2462,8.644,9.297,8.4555,8.25,8.1033,7.963,8.4045,8.3285,8.3365,7.8905,8.3321,8.6684,9.2777,8.4504,8.1939,9.7196,8.9628,8.0733,8.2642,8.8234,8.3108,9.7957,7.8163,8.7,8.3941,8.8077,9.1918,8.616,8.1651
"ARL17A",7.6568,9.6254,8.8984,8.4454,8.3295,8.6874,8.2993,8.5954,8.9329,8.9579,9.532,8.9681,8.5781,9.5155,7.7673,8.8276,8.2354,8.8946,8.8271,8.285,7.9038,7.7633,7.9057,8.0911,8.3466,7.9998,8.4849,8.5292,9.269,8.4305,8.6314,10.1505,8.8299,8.2229,7.8784,8.0007,8.6197,9.5068,7.7564,8.2077,8.0603,8.3823,8.7878,8.4544,7.9316
"NSF",11.9672,11.1302,11.8804,11.143,10.7613,11.2825,11.2275,12.0444,11.3585,11.4551,12.313,11.3476,11.4208,11.0469,11.3702,10.8252,10.43,10.5241,10.6558,10.6793,10.5738,10.604,10.5482,10.6475,11.6758,10.8378,10.5461,10.691,10.9714,11.953,11.0151,12.4502,11.1732,10.5411,10.2121,11.2736,11.0396,10.5374,10.4235,10.7214,10.4456,10.6666,10.5708,10.5596,10.847
"WNT3",8.9166,6.975,9.6063,8.3754,8.1735,8.6777,7.5866,8.8196,7.7259,8.5995,8.2374,8.4054,8.6175,8.8804,9.0638,7.2069,7.3514,7.6729,7.2717,7.6858,7.1551,7.3502,7.6675,7.9038,8.6427,7.3758,7.5244,8.6183,8.1048,8.166,7.3355,8.1433,8.1766,7.6901,8.235,8.293,8.4853,6.5366,7.4839,7.0219,7.2024,7.5327,7.7081,7.3588,7.2701
"GOSR2",11.4492,10.8189,10.9603,10.8297,11.4108,11.2056,11.0709,11.2946,10.84,10.8835,11.1289,10.8661,10.8317,10.6436,10.8158,10.7691,10.6916,10.6881,10.6633,11.0148,10.7785,10.9034,11.0109,10.9956,11.2564,10.4989,11.0068,11.0664,11.3562,11.2787,11.3712,11.2501,11.1402,10.3671,11.0594,10.9683,11.1212,11.3577,10.8674,10.8886,10.6398,10.9473,10.9067,10.757,10.8627
"RP11-156P1.2",9.8817,9.1125,9.3485,9.1654,9.8672,9.6057,9.1649,9.4158,9.5148,9.2627,9.6437,9.2809,9.2422,8.949,9.4834,9.1713,9.1969,9.1954,8.9151,9.2424,9.2933,9.2602,9.2473,9.2161,9.4735,8.7682,9.4013,9.1722,9.5526,9.5465,9.6039,9.8472,9.482,8.7979,9.3846,9.3082,9.5073,9.4132,9.1522,9.3061,9.1697,9.4009,9.227,9.1203,9.2057
"CDC27",11.5782,11.2219,11.0353,10.8254,10.84,11.0588,10.479,10.8949,11.0542,10.9833,11.5306,10.5755,11.4213,11.2151,11.4752,10.7055,10.7888,10.6283,10.7101,10.7463,10.9795,11.0529,10.7156,10.9743,11.2195,11.1357,11.1093,11.2483,11.0299,11.974,11.1823,11.5766,11.4477,10.4405,11.1718,11.1845,11.3974,11.0648,10.6658,11.0276,10.4466,10.7399,10.9905,10.9769,11.1507
"MYL4",6.1864,6.0704,6.1992,6.3487,6.4053,6.1665,6.451,6.2624,6.0116,6.2641,5.9753,6.0671,6.0501,5.991,6.1822,6.4143,6.6885,6.1995,6.5922,6.3369,6.3449,6.3618,6.295,6.1154,5.9575,6.1502,6.2082,6.2416,6.1727,6.1363,6.3018,6.0771,6.1599,5.8578,6.0999,6.1759,6.1716,6.055,6.4917,6.2534,6.6539,6.4711,6.4411,6.6993,6.4562
"ITGB3",8.4436,8.1152,7.6405,7.7629,8.179,8.13,8.0432,8.385,7.902,12.5652,8.4648,8.2542,7.9502,8.0114,7.425,8.0395,8.3579,9.2352,7.7379,7.7089,7.7747,8.1311,8.2007,8.1245,6.5469,8.1538,8.399,7.808,6.9949,8.0386,7.9469,7.9477,7.985,6.7681,10.3514,7.8298,7.186,7.1385,8.3712,8.2699,7.9117,8.9052,8.5282,8.1072,7.6396
"RP11-290H9.2",7.9733,7.7382,7.272,7.3671,8.0035,7.9817,7.6213,7.7766,7.7479,11.8225,8.2535,7.7661,7.655,7.7815,7.1055,7.6125,7.7767,8.7365,7.356,7.4099,7.577,7.7704,7.7332,7.7381,6.4714,7.5191,7.9043,7.3698,6.8616,7.8555,7.6517,7.8884,7.5532,6.8165,9.6195,7.382,7.0991,7.0058,7.7792,7.7242,7.6369,8.35,8.0509,7.6521,7.3556
"EFCAB13",6.4875,7.6258,6.7768,7.224,7.3199,8.0347,7.3212,6.7077,8.5511,8.8663,8.1011,6.7036,7.4435,7.9015,6.6271,7.5209,6.8008,7.3217,7.7153,7.1397,7.2315,7.1894,7.1379,7.6225,6.7195,6.9963,6.7222,7.1355,7.3902,7.9387,6.8667,8.4552,6.7393,7.6071,7.3037,6.6435,7.387,7.5223,6.6927,7.1758,7.1587,6.6867,7.4445,7.2013,7.116
