"gene","logFC","AveExpr","t","pvalue","padj"
"GENE0859",-0.0398,4.1963,-0.1167,0.9096,0.9908
"GENE0860",0.4434,7.0505,0.9785,0.3537,0.8898
"GENE0861",-1.0495,4.7328,-1.6998,0.1224,0.6261
"GENE0862",0.0229,7.1581,0.093,0.9281,0.9908
"GENE0863",0.0829,4.8795,0.2609,0.7997,0.9888
"GENE0864",0.2902,3.8399,0.857,0.412,0.9008
"GENE0865",-0.3976,6.082,-2.0655,0.07322,0.5102
"GENE0866",0.0707,6.8665,0.1524,0.8821,0.9888
"GENE0867",-0.0229,6.4476,-0.0629,0.9515,0.9908
"GENE0868",-0.1769,5.4929,-0.427,0.6784,0.9879
"GENE0869",-0.0393,1.9871,-0.0969,0.9254,0.9908
"GENE0870",0.4817,8.6865,1.222,0.2526,0.8418
"GENE0871",-0.3407,5.9552,-1.2322,0.2566,0.8465
"GENE0872",0.2851,4.3243,1.5869,0.1453,0.6783
"GENE0873",0.2599,5.5608,1.9005,0.08723,0.5452
"GENE0874",0.1602,6.7974,0.5774,0.5795,0.9693
"GENE0875",-0.0709,3.2376,-0.3636,0.7259,0.9879
"GENE0876",0.283,7.7813,0.6358,0.5399,0.9569
"GENE0877",0.1491,6.7289,0.4289,0.6772,0.9879
"GENE0878",0.3103,8.0647,0.7475,0.4722,0.9252
"GENE0879",0.625,8.3267,1.328,0.2161,0.7947
"GENE0880",-0.0407,4.8747,-0.084,0.9349,0.9908
"GENE0881",-0.2847,5.1954,-1.0405,0.3255,0.8739
"GENE0882",0.143,3.977,0.2867,0.7806,0.9888
"GENE0883",-0.1816,5.1624,-0.5715,0.5811,0.9693
"GENE0884",0.067,8.5268,0.1549,0.8801,0.9888
"GENE0885",-0.8314,9.1232,-2.0502,0.07457,0.5134
"GENE0886",-0.5166,7.6128,-1.6028,0.1405,0.6728
"GENE0887",0.0787,2.0008,0.1358,0.8949,0.9895
"GENE0888",-0.7226,7.2322,-2.1245,0.06777,0.4929
"GENE0889",-0.4177,7.9801,-1.1129,0.3059,0.8732
"GENE0890",0.1311,7.045,0.4971,0.6299,0.9745
"GENE0891",-0.3319,4.2412,-0.7437,0.475,0.9277
"GENE0892",-0.1118,8.1086,-0.5383,0.6029,0.9745
"GENE0893",-1.5182,6.6905,-2.7899,0.01958,0.2359
"GENE0894",0.0871,7.7819,0.2693,0.7953,0.9888
"GENE0895",0.8754,5.8525,2.0818,0.07275,0.5088
"GENE0896",-0.258,7.7527,-0.9518,0.3637,0.8914
"GENE0897",1.1956,7.122,2.9918,0.01424,0.1865
"GENE0898",0.3652,5.1905,0.9164,0.3813,0.8961
"GENE0899",-0.268,9.0853,-0.5134,0.6198,0.9745
"GENE0900",-0.5111,7.6877,-0.9889,0.3511,0.8877
"GENE0901",0.0041,6e-04,0.018,0.986,0.9964
"GENE0902",0.0679,5.2663,0.412,0.69,0.9879
"GENE0903",-0.4879,3.0912,-1.7458,0.1115,0.6111
"GENE0904",0.3361,6.8376,0.5941,0.5753,0.9693
"GENE0905",-0.4299,4.7434,-1.2722,0.2428,0.8235
"GENE0906",0.0723,7.4582,0.1594,0.8779,0.9888
"GENE0907",3.5465,8.8212,17.7906,3.274e-08,1.637e-05
"GENE0908",-0.409,6.2248,-0.8815,0.3988,0.9008
"GENE0909",-0.4746,6.5919,-1.5644,0.15,0.6852
"GENE0910",-0.19,4.8452,-0.3933,0.7028,0.9879
"GENE0911",-1.1942,6.1951,-1.6162,0.1441,0.675
"GENE0912",-1e-04,3.7768,-5e-04,0.9996,0.9999
"GENE0913",-0.2908,7.1111,-0.5706,0.5861,0.9718
"GENE0914",0.0773,5.4117,0.2911,0.7793,0.9888
"GENE0915",-2.4815,3.5445,-5.0621,0.0006198,0.01589
"GENE0916",0.6709,5.7089,1.1604,0.277,0.8605
"GENE0917",-0.5816,9.875,-2.4451,0.03539,0.3338
"GENE0918",-0.016,2.5627,-0.0678,0.9473,0.9908
"GENE0919",-0.121,5.3422,-0.7056,0.4979,0.9379
"GENE0920",0.1274,6.0373,0.5427,0.6048,0.9745
"GENE0921",-1.1736,4.9046,-2.7508,0.02267,0.2548
"GENE0922",-0.47,4.785,-1.3969,0.1927,0.7661
"GENE0923",0.4851,6.7364,2.4676,0.03687,0.343
"GENE0924",0.0564,6.2267,0.0723,0.9444,0.9908
"GENE0925",0.3555,4.7082,1.0213,0.3447,0.8845
"GENE0926",0.0326,7.1599,0.1067,0.9177,0.9908
"GENE0927",-0.0362,6.2517,-0.0926,0.9285,0.9908
"GENE0928",0.3159,6.8597,0.4817,0.6416,0.9783
"GENE0929",0.2365,3.3925,1.066,0.3128,0.8739
"GENE0930",0.9326,4.4043,3.5672,0.005756,0.09437
"GENE0931",-0.5708,5.4386,-1.0627,0.3129,0.8739
"GENE0932",-0.6668,7.8567,-1.3184,0.2206,0.8019
"GENE0933",-1.3387,4.2285,-2.5066,0.04584,0.3993
"GENE0934",0.9091,4.041,2.9629,0.01435,0.1865
"GENE0935",-0.1855,7.576,-0.3554,0.731,0.9879
"GENE0936",0.3456,6.3869,0.7385,0.4783,0.9287
"GENE0937",-0.171,3.5439,-1.0475,0.3203,0.8739
"GENE0938",-0.0539,9.8928,-0.1172,0.909,0.9908
"GENE0939",-0.1609,9.0099,-0.4443,0.6665,0.9861
"GENE0940",0.0079,3.2083,0.0303,0.9767,0.9935
"GENE0941",-0.52,10.0237,-0.8607,0.4096,0.9008
"GENE0942",0.1556,2.7525,1.0425,0.3222,0.8739
"GENE0943",1.2616,5.8869,2.499,0.04863,0.4093
"GENE0944",1.9828,4.7875,4.3179,0.003757,0.06599
"GENE0945",0.1519,5.2243,0.3029,0.7682,0.9888
"GENE0946",1.249,6.2463,2.811,0.01852,0.2286
"GENE0947",-0.307,7.0358,-0.6942,0.5087,0.9416
"GENE0948",3.8423,5.3081,9.1326,3.628e-06,0.0006047
"GENE0949",-0.1992,1.0811,-0.3834,0.7144,0.9879
"GENE0950",0.1285,5.4073,0.351,0.733,0.9888
"GENE0951",0.4709,4.2664,1.4266,0.1936,0.7679
"GENE0952",0.8163,6.3016,1.8073,0.1074,0.6048
"GENE0953",-1.0028,4.4637,-2.3433,0.04146,0.3804
"GENE0954",0.1033,7.4821,0.2649,0.7971,0.9888
"GENE0955",-0.1633,5.728,-0.5889,0.569,0.9689
"GENE0956",-0.005,7.1049,-0.0195,0.9849,0.9959
"GENE0957",0.0697,4.236,0.2117,0.8382,0.9888
"GENE0958",0.0736,5.8703,0.215,0.8346,0.9888
"GENE0959",-0.2703,6.586,-1.113,0.2918,0.8661
"GENE0960",0.2615,6.0095,0.9857,0.3534,0.8898
"GENE0961",-0.4728,8.7753,-0.9445,0.3694,0.894
"GENE0962",-0.3912,2.0093,-2.0671,0.06722,0.4906
"GENE0963",0.2534,7.5161,0.7207,0.4878,0.9309
"GENE0964",0.0543,5.8842,0.3726,0.7173,0.9879
"GENE0965",-0.6905,7.7896,-1.3055,0.2289,0.8037
"GENE0966",0.0765,5.6774,0.1924,0.8513,0.9888
"GENE0967",-0.1854,0.5702,-0.3495,0.7341,0.9888
"GENE0968",-0.306,6.6812,-1.0809,0.3053,0.8732
"GENE0969",0.1088,5.5406,0.2098,0.8382,0.9888
"GENE0970",-0.17,4.0828,-0.5682,0.5853,0.9714
"GENE0971",0.2285,4.5154,0.5697,0.5843,0.9711
"GENE0972",-0.6907,5.4525,-1.6931,0.1227,0.6261
"GENE0973",-0.565,11.1496,-1.0777,0.3065,0.8732
"GENE0974",-0.0181,6.6538,-0.1291,0.8999,0.9895
"GENE0975",-0.2708,3.9269,-0.6728,0.5166,0.9471
"GENE0976",-0.3546,10.3352,-0.6878,0.5094,0.9416
"GENE0977",0.5089,4.6115,1.4234,0.1881,0.7602
"GENE0978",-0.0426,4.5066,-0.1999,0.848,0.9888
"GENE0979",0.3535,3.3949,1.3952,0.2061,0.7867
"GENE0980",0.248,5.2067,0.4115,0.6926,0.9879
"GENE0981",-0.0817,9.7423,-0.2285,0.8246,0.9888
"GENE0982",-0.2272,8.0592,-1.1305,0.2847,0.8617
"GENE0983",-0.4343,7.8577,-0.5395,0.6018,0.9745
"GENE0984",-1.4736,5.9479,-4.1016,0.003012,0.05579
"GENE0985",0.322,6.8517,0.6672,0.5198,0.9486
"GENE0986",-0.4313,7.408,-2.2047,0.05403,0.4357
"GENE0987",0.0637,6.7179,0.2383,0.8168,0.9888
"GENE0988",-0.3193,6.4996,-0.4575,0.659,0.9861
"GENE0989",0.1379,8.3022,0.3706,0.7215,0.9879
"GENE0990",-0.1092,6.0058,-0.4522,0.6677,0.9861
"GENE0991",1.9383,7.8556,6.0247,0.0001288,0.00546
"GENE0992",0.2243,4.1291,0.56,0.596,0.9745
"GENE0993",0.2765,8.8523,0.5699,0.5815,0.9693
"GENE0994",0.3627,9.26,0.8332,0.4268,0.9033
"GENE0995",0.2563,2.5158,0.8588,0.4143,0.9008
"GENE0996",-0.4248,5.9136,-0.7626,0.4634,0.9203
"GENE0997",-0.0946,7.062,-0.2423,0.8145,0.9888
"GENE0998",0.2843,7.2595,0.7822,0.4576,0.9189
"GENE0999",0.7084,7.2343,1.1052,0.2995,0.8732
"GENE1000",0.437,4.9911,1.5129,0.162,0.7058
"GENE1001",0.7341,3.4967,1.9191,0.08472,0.5328
"GENE1002",0.0477,6.7305,0.1319,0.8977,0.9895
"GENE1003",-0.071,2.8113,-0.195,0.8493,0.9888
"GENE1004",-0.0363,6.6303,-0.0799,0.9379,0.9908
"GENE1005",-2.1967,6.581,-10.8787,3.055e-05,0.002036
"GENE1006",-0.5089,2.3079,-0.993,0.3463,0.8845
"GENE1007",0.0738,7.7431,0.1505,0.8836,0.9888
"GENE1008",-0.0367,5.745,-0.1922,0.8514,0.9888
"GENE1009",-2.1012,3.7254,-3.1718,0.01518,0.1959
"GENE1010",-0.2632,6.2889,-0.5339,0.615,0.9745
"GENE1011",-2.4378,6.9721,-5.027,0.0006068,0.01576
"GENE1012",0.3924,9.1391,0.9143,0.3937,0.9008
"GENE1013",0.1739,3.0014,0.3213,0.7546,0.9888
"GENE1014",-0.1005,5.1519,-0.1956,0.8512,0.9888
"GENE1015",-0.1366,6.2306,-0.381,0.7119,0.9879
"GENE1016",0.0956,6.4506,0.3333,0.7466,0.9888
"GENE1017",0.5671,4.9438,1.3429,0.21,0.7895
"GENE1018",0.2819,1.9192,0.4999,0.6283,0.9745
"GENE1019",-0.0898,5.7084,-0.2817,0.7839,0.9888
"GENE1020",-0.9739,3.2101,-1.7213,0.129,0.6446
"GENE1021",-0.1437,6.0694,-0.2933,0.7754,0.9888
"GENE1022",0.7881,4.5238,2.3047,0.04592,0.3993
"GENE1023",0.8068,5.9863,1.3544,0.2056,0.7864
"GENE1024",0.6623,4.5871,1.3651,0.2226,0.8019
"GENE1025",-0.7896,5.328,-2.1614,0.0667,0.4904
"GENE1026",1.5939,6.2039,8.0912,2.696e-05,0.001926
"GENE1027",-2.2042,7.5396,-8.4744,8.056e-06,0.0009078
"GENE1028",0.1517,7.3709,0.2662,0.7965,0.9888
"GENE1029",0.1124,5.7707,0.8959,0.3955,0.9008
"GENE1030",1.1871,3.0541,1.7669,0.1089,0.6048
"GENE1031",-1.3756,7.2139,-3.5431,0.007158,0.1127
"GENE1032",0.4334,3.2615,0.6293,0.5476,0.9586
"GENE1033",-0.0885,3.5297,-0.1451,0.8875,0.9888
"GENE1034",-1.2686,3.3782,-2.8617,0.01873,0.2299
"GENE1035",-0.0271,4.1591,-0.0599,0.9534,0.9908
"GENE1036",0.0712,4.2492,0.177,0.8638,0.9888
"GENE1037",-0.0793,8.6538,-0.2255,0.8266,0.9888
"GENE1038",1.846,6.6289,3.9231,0.004119,0.07101
"GENE1039",0.2839,4.6422,0.7229,0.4916,0.9309
"GENE1040",0.5825,7.2929,1.6525,0.1294,0.6446
"GENE1041",2.3834,7.4947,8.5218,1.146e-05,0.0009969
"GENE1042",0.1842,3.4693,0.7708,0.4608,0.9189
"GENE1043",0.1534,5.5874,0.3207,0.7551,0.9888
"GENE1044",0.3241,7.3421,0.9642,0.3583,0.8911
"GENE1045",-0.2448,10.1764,-0.6411,0.5373,0.9552
"GENE1046",-1.1431,8.5873,-5.0598,0.0006943,0.01714
"GENE1047",-0.0301,7.9876,-0.0604,0.9536,0.9908
"GENE1048",-0.2364,6.0618,-0.7318,0.4824,0.9294
"GENE1049",-0.3136,2.7708,-1.0538,0.3262,0.8739
"GENE1050",0.1419,4.0596,0.1878,0.855,0.9888
"GENE1051",0.2784,5.6353,0.9713,0.3544,0.8898
"GENE1052",0.0224,7.1187,0.1121,0.9131,0.9908
"GENE1053",-1.2437,6.1948,-3.1846,0.0101,0.1453
"GENE1054",-0.3864,6.2246,-1.4941,0.1733,0.7301
"GENE1055",-0.202,9.599,-0.4603,0.6608,0.9861
"GENE1056",-0.2348,7.1055,-0.9386,0.3768,0.894
"GENE1057",-0.7403,6.3589,-1.2905,0.234,0.808
"GENE1058",-0.103,5.4458,-0.5105,0.6214,0.9745
"GENE1059",0.9386,6.7555,2.263,0.06515,0.483
"GENE1060",-0.3324,4.5976,-1.239,0.2488,0.8347
"GENE1061",-0.8539,9.105,-1.9583,0.08283,0.5276
"GENE1062",0.6526,5.3886,1.6731,0.1296,0.6446
"GENE1063",0.6045,5.0353,1.1382,0.2837,0.8617
"GENE1064",-0.6348,3.7183,-1.7792,0.1087,0.6048
"GENE1065",0.1866,7.7286,0.5227,0.6216,0.9745
"GENE1066",-0.5889,3.2697,-1.4668,0.1734,0.7301
"GENE1067",0.5401,5.3852,0.7993,0.444,0.9135
"GENE1068",-0.0254,6.4494,-0.1802,0.8617,0.9888
"GENE1069",-0.309,6.236,-0.6694,0.5208,0.9487
"GENE1070",0.1557,6.4043,0.2839,0.7826,0.9888
"GENE1071",0.7356,3.2349,1.7717,0.1091,0.6048
"GENE1072",-0.1049,5.3259,-0.4964,0.6305,0.9745
"GENE1073",-0.134,2.5872,-0.682,0.5109,0.9426
"GENE1074",0.1167,4.334,0.3863,0.7092,0.9879
"GENE1075",-0.6724,8.8558,-0.9722,0.3564,0.8898
"GENE1076",0.9361,6.2603,2.077,0.06456,0.483
"GENE1077",-0.7289,6.2066,-1.7504,0.1204,0.6236
"GENE1078",-0.0163,3.7751,-0.0522,0.9594,0.9911
"GENE1079",0.5478,5.2774,1.0583,0.3157,0.8739
"GENE1080",-0.7202,3.9909,-2.0215,0.07115,0.5049
"GENE1081",-0.2656,5.6648,-0.534,0.6075,0.9745
"GENE1082",-0.5028,7.9977,-1.2972,0.2287,0.8037
"GENE1083",-0.0738,6.9036,-0.2582,0.8015,0.9888
"GENE1084",0.2331,4.673,0.5209,0.616,0.9745
"GENE1085",0.1014,6.5095,0.2415,0.8141,0.9888
"GENE1086",0.0096,6.7543,0.0283,0.9781,0.9938
"GENE1087",0.6923,7.3922,1.7329,0.1254,0.6317
"GENE1088",0.132,5.3399,0.189,0.8556,0.9888
"GENE1089",-0.1382,3.6055,-0.717,0.4925,0.9309
"GENE1090",0.3089,5.5625,0.579,0.577,0.9693
"GENE1091",-0.5365,6.543,-1.0682,0.3195,0.8739
"GENE1092",-1.1392,9.3483,-2.5242,0.03073,0.3057
"GENE1093",0.41,6.0878,1.4741,0.1739,0.7307
"GENE1094",0.1201,7.0561,0.3449,0.738,0.9888
"GENE1095",0.296,5.9378,0.5746,0.5796,0.9693
"GENE1096",0.1658,10.4498,0.9199,0.3847,0.8976
"GENE1097",-1.8521,8.0934,-5.922,0.0001531,0.006123
"GENE1098",-0.0782,5.6118,-0.3858,0.7078,0.9879
"GENE1099",-0.7294,5.3726,-2.1601,0.05737,0.4448
"GENE1100",0.0841,6.1571,0.1039,0.9197,0.9908
"GENE1101",0.0442,6.2112,0.2224,0.8291,0.9888
"GENE1102",0.118,4.6333,0.2738,0.7899,0.9888
"GENE1103",-1.0482,5.9574,-2.0417,0.06856,0.4968
"GENE1104",-0.1661,4.8176,-0.4109,0.6898,0.9879
"GENE1105",-0.297,3.6635,-0.7668,0.4631,0.9203
"GENE1106",0.0479,7.802,0.1754,0.8657,0.9888
"GENE1107",-0.1734,7.39,-1.0361,0.3328,0.8739
"GENE1108",0.1291,4.6717,0.3929,0.7028,0.9879
"GENE1109",-0.7204,8.7275,-2.2201,0.05103,0.4182
"GENE1110",0.1389,5.8624,0.2984,0.7751,0.9888
"GENE1111",-0.6709,5.6669,-1.4414,0.1875,0.759
"GENE1112",0.158,4.4611,1.1528,0.2762,0.8605
"GENE1113",-0.8702,5.7189,-1.5787,0.165,0.7142
"GENE1114",0.2756,5.2932,0.5209,0.6158,0.9745
"GENE1115",1.5663,6.8449,6.6931,0.0001081,0.004806
"GENE1116",0.3033,6.6887,0.6288,0.5437,0.9581
"GENE1117",-0.3753,7.9616,-0.7138,0.4917,0.9309
"GENE1118",-0.0412,6.328,-0.0759,0.9412,0.9908
"GENE1119",0.5319,7.692,1.4625,0.1866,0.7586
"GENE1120",-0.4545,8.2504,-0.7744,0.4568,0.9189
"GENE1121",-0.6267,0.4802,-1.5719,0.1579,0.6989
"GENE1122",0.0033,5.0004,0.0164,0.9872,0.9972
"GENE1123",0.2147,7.6468,0.4042,0.6955,0.9879
"GENE1124",0.1493,3.6403,0.5314,0.6079,0.9745
"GENE1125",0.0223,4.0195,0.1666,0.8715,0.9888
"GENE1126",-2.1936,5.3805,-6.8226,0.0002202,0.007866
"GENE1127",0.0433,5.5276,0.0621,0.9519,0.9908
"GENE1128",-0.6128,2.4157,-1.5547,0.1552,0.6935
"GENE1129",-0.1518,7.8763,-0.4924,0.6367,0.9758
"GENE1130",0.5546,4.7857,1.0488,0.3205,0.8739
"GENE1131",0.4324,6.6676,0.7702,0.4609,0.9189
"GENE1132",0.3409,6.9691,1.6075,0.14,0.6728
"GENE1133",0.2458,8.6892,0.5791,0.581,0.9693
"GENE1134",0.403,6.2512,1.1877,0.2638,0.8504
"GENE1135",-0.2186,7.3291,-0.5706,0.5832,0.9704
"GENE1136",0.1003,8.366,0.5225,0.6152,0.9745
"GENE1137",-0.9885,5.0458,-4.6801,0.00128,0.02942
"GENE1138",1e-04,2.478,1e-04,0.9999,0.9999
"GENE1139",-0.1491,6.0133,-0.3953,0.7058,0.9879
"GENE1140",-0.1135,8.55,-0.4089,0.6915,0.9879
"GENE1141",0.2133,3.3608,0.554,0.5919,0.9745
"GENE1142",0.4422,8.0749,0.8241,0.4349,0.9064
"GENE1143",0.1992,6.1125,0.4698,0.6489,0.981
"GENE1144",-0.1037,6.0718,-0.4251,0.6799,0.9879
"GENE1145",-0.1642,5.294,-0.3565,0.7304,0.9879
"GENE1146",0.4041,7.5154,0.763,0.4651,0.922
"GENE1147",0.2021,8.4919,0.6496,0.5306,0.9511
"GENE1148",-0.1427,9.0295,-0.3662,0.7234,0.9879
"GENE1149",0.1046,4.3843,0.1736,0.8657,0.9888
"GENE1150",0.3425,8.0886,0.6078,0.5599,0.9649
"GENE1151",0.0866,5.83,0.1151,0.9107,0.9908
"GENE1152",0.3168,3.9944,1.3718,0.2031,0.7864
"GENE1153",0.459,7.4108,0.8661,0.4073,0.9008
"GENE1154",0.5051,6.3428,1.0314,0.3281,0.8739
"GENE1155",-0.2961,7.7165,-0.7269,0.4868,0.9309
"GENE1156",-0.0531,9.5949,-0.3846,0.709,0.9879
"GENE1157",0.0924,7.5046,0.1621,0.8758,0.9888
"GENE1158",-0.0142,4.5078,-0.0314,0.9758,0.9932
"GENE1159",0.2603,6.4467,1.436,0.1893,0.7618
"GENE1160",-0.5143,8.9701,-2.5018,0.03167,0.3105
"GENE1161",0.0667,8.2313,0.1864,0.8561,0.9888
"GENE1162",0.3655,3.411,0.8304,0.4262,0.9033
"GENE1163",0.3863,8.1318,1.1417,0.2852,0.8617
"GENE1164",0.3037,5.3553,0.8323,0.4273,0.9033
"GENE1165",-1.5294,4.7251,-2.6207,0.02568,0.2779
"GENE1166",-0.5424,3.6538,-1.9653,0.08855,0.5496
"GENE1167",-0.0705,5.3122,-0.173,0.8666,0.9888
"GENE1168",0.3366,7.6525,2.8117,0.02322,0.2594
"GENE1169",0.4471,8.5534,1.4308,0.1851,0.7586
"GENE1170",0.1234,6.4459,0.2961,0.7732,0.9888
"GENE1171",0.3401,5.515,0.6826,0.5134,0.9438
"GENE1172",0.7986,5.564,3.575,0.01026,0.1465
"GENE1173",0.2328,7.9266,0.4371,0.6745,0.9879
"GENE1174",0.566,3.7719,1.4459,0.1988,0.7782
"GENE1175",-0.2522,6.9808,-0.3951,0.7017,0.9879
"GENE1176",0.0203,8.0739,0.0502,0.961,0.9911
"GENE1177",0.2106,8.1385,1.0175,0.3344,0.8739
"GENE1178",-0.6178,6.943,-1.5449,0.1589,0.6994
"GENE1179",-0.3867,3.4576,-1.3113,0.2206,0.8019
"GENE1180",-1.0579,3.6908,-1.6822,0.124,0.6295
"GENE1181",-0.0196,4.4556,-0.0541,0.9579,0.9911
"GENE1182",-0.0921,3.2456,-0.2609,0.8007,0.9888
"GENE1183",0.4884,6.1662,1.3216,0.2158,0.7947
"GENE1184",2.2322,9.6924,8.8449,4.853e-06,0.0006933
"GENE1185",-2.4008,0.0815,-5.9097,0.0001494,0.0061
"GENE1186",0.0967,8.4719,0.1529,0.8838,0.9888
"GENE1187",0.2359,5.4216,0.425,0.681,0.9879
"GENE1188",-0.1117,4.4178,-0.1951,0.8493,0.9888
"GENE1189",1.127,7.6949,3.7558,0.004284,0.0726
"GENE1190",-0.7479,7.3831,-1.6572,0.1429,0.6728
"GENE1191",0.3983,6.2569,1.9882,0.07897,0.526
"GENE1192",0.9423,3.981,1.5121,0.1701,0.7223
"GENE1193",-0.2231,4.8264,-0.4782,0.6441,0.9793
"GENE1194",0.0975,2.8832,0.3541,0.7342,0.9888
"GENE1195",-0.924,8.8967,-3.972,0.002927,0.05522
"GENE1196",0.0187,5.305,0.0361,0.9719,0.9922
"GENE1197",-0.025,4.9601,-0.057,0.9559,0.9908
"GENE1198",0.1975,1.0109,0.7913,0.4473,0.9154
"GENE1199",-0.2612,5.0715,-1.0419,0.333,0.8739
"GENE1200",1.0427,5.6431,2.6192,0.0257,0.2779
"GENE1201",0.1256,3.2398,0.6524,0.5345,0.9543
"GENE1202",3.2549,11.7551,8.244,8.25e-05,0.003929
"GENE1203",-0.2817,8.028,-0.5249,0.6119,0.9745
"GENE1204",2.1482,3.705,7.4508,2.207e-05,0.001839
"GENE1205",0.0201,8.0793,0.0392,0.9695,0.992
"GENE1206",0.1569,8.0317,0.5363,0.6061,0.9745
"GENE1207",0.6667,7.7293,1.5267,0.1689,0.7213
"GENE1208",-0.0721,6.7173,-0.4731,0.6486,0.981
"GENE1209",1.7702,7.5153,3.5119,0.008905,0.1349
"GENE1210",-0.43,7.1842,-2.2489,0.04833,0.4093
"GENE1211",-0.5775,4.4314,-1.3203,0.2235,0.8027
"GENE1212",-0.3738,5.4136,-0.5702,0.5815,0.9693
"GENE1213",-1.9977,3.0026,-3.2844,0.01651,0.2064
"GENE1214",-0.0131,5.6449,-0.034,0.9736,0.9922
"GENE1215",0.2426,6.3493,0.678,0.5175,0.9472
"GENE1216",0.372,7.3875,1.178,0.2777,0.8605
"GENE1217",0.019,7.1988,0.0452,0.965,0.9911
"GENE1218",0.1981,8.7101,0.5066,0.6248,0.9745
"GENE1219",-0.316,7.4487,-0.9837,0.3491,0.8848
"GENE1220",-0.0404,8.3127,-0.1729,0.8662,0.9888
"GENE1221",-0.313,8.1949,-1.1774,0.2663,0.8505
"GENE1222",0.2646,5.0415,1.3319,0.2137,0.792
"GENE1223",0.2025,7.2082,0.9923,0.3465,0.8845
"GENE1224",0.2493,7.1407,1.1744,0.269,0.8516
"GENE1225",0.0864,6.0366,0.1891,0.8545,0.9888
"GENE1226",-0.1801,3.8139,-0.3242,0.7536,0.9888
"GENE1227",-0.6051,6.7434,-2.5081,0.03192,0.3114
"GENE1228",-0.1351,5.9275,-1.9501,0.09528,0.5791
"GENE1229",-0.3594,5.5163,-0.8083,0.438,0.9086
"GENE1230",0.0507,7.455,0.1734,0.8661,0.9888
"GENE1231",0.3976,7.9623,2.2071,0.05275,0.4307
"GENE1232",-0.1591,7.7166,-0.2117,0.8378,0.9888
"GENE1233",0.029,0.7301,0.0832,0.9353,0.9908
"GENE1234",0.4177,4.163,1.095,0.3169,0.8739
"GENE1235",0.1384,8.3871,0.2344,0.8197,0.9888
"GENE1236",-0.0668,3.9709,-0.1465,0.8866,0.9888
"GENE1237",0.1321,6.6376,0.3422,0.7398,0.9888
"GENE1238",-0.3607,6.2977,-2.0979,0.07274,0.5088
"GENE1239",-0.3643,8.1224,-0.8859,0.4013,0.9008
"GENE1240",0.3074,4.391,0.7423,0.4794,0.9288
"GENE1241",-0.377,5.9987,-0.9327,0.3735,0.894
"GENE1242",-2.6323,5.4293,-11.7172,1.07e-05,0.0009728
"GENE1243",0.3445,8.5798,0.9803,0.3643,0.8914
"GENE1244",-0.3203,5.4727,-1.1669,0.2715,0.8527
"GENE1245",-0.4105,6.7922,-1.7839,0.1164,0.6178
"GENE1246",-0.1382,3.2828,-0.844,0.4205,0.9033
"GENE1247",0.1134,6.6346,0.2506,0.8078,0.9888
"GENE1248",0.1854,6.0305,0.3851,0.7101,0.9879
"GENE1249",-0.1862,7.3933,-0.9273,0.3757,0.894
"GENE1250",0.2587,5.1768,0.4924,0.6339,0.9745
"GENE1251",-0.5432,9.555,-0.8083,0.4463,0.9146
"GENE1252",-0.2419,5.3087,-0.8418,0.4252,0.9033
"GENE1253",-0.419,5.9572,-0.7156,0.4993,0.9379
"GENE1254",1.2825,6.3023,1.7774,0.108,0.6048
"GENE1255",-0.1594,7.6537,-0.4152,0.6876,0.9879
"GENE1256",-0.2407,4.6126,-0.7222,0.4879,0.9309
"GENE1257",-2.498,5.1888,-4.7534,0.0008573,0.02066
"GENE1258",-2.7351,5.9527,-16.0096,1.883e-08,1.605e-05
"GENE1259",0.2273,4.1207,0.5198,0.6146,0.9745
"GENE1260",-0.2173,6.4189,-0.4317,0.6756,0.9879
"GENE1261",0.1543,5.0085,0.7635,0.4629,0.9203
"GENE1262",-0.6924,9.085,-1.0722,0.3112,0.8739
"GENE1263",-0.3879,7.3657,-0.7791,0.4668,0.9225
"GENE1264",0.4158,2.5409,0.6667,0.5223,0.9493
"GENE1265",-0.179,7.6495,-0.4629,0.6555,0.9857
"GENE1266",-0.2288,6.1406,-0.934,0.3768,0.894
"GENE1267",0.2743,4.7018,0.9372,0.3732,0.894
"GENE1268",-0.107,5.1773,-0.1842,0.8577,0.9888
"GENE1269",-0.4906,3.8066,-0.9183,0.3801,0.8958
"GENE1270",-0.0075,6.4741,-0.0392,0.9696,0.992
"GENE1271",-0.1158,2.6201,-0.2901,0.7777,0.9888
"GENE1272",-0.1315,5.5101,-1.8646,0.1139,0.617
"GENE1273",0.5174,7.1037,1.2804,0.2294,0.8037
"GENE1274",0.5006,5.7451,1.6709,0.1364,0.6688
"GENE1275",-0.299,7.7033,-1.1269,0.2906,0.8661
"GENE1276",-0.3061,5.3936,-1.3333,0.2122,0.7904
"GENE1277",0.0858,10.7843,0.2777,0.7874,0.9888
"GENE1278",0.2302,4.0739,0.6707,0.5177,0.9472
"GENE1279",0.4766,9.4541,1.2379,0.2444,0.8241
"GENE1280",-0.4034,2.3684,-0.6013,0.5658,0.9689
"GENE1281",0.2511,4.0439,0.7002,0.5002,0.9386
"GENE1282",-1.8298,2.8922,-8.4992,8.879e-06,0.0009078
"GENE1283",-0.618,2.5068,-2.4315,0.03537,0.3338
"GENE1284",0.3128,9.0456,1.2482,0.2416,0.8235
"GENE1285",-0.277,8.349,-0.9221,0.3797,0.8958
"GENE1286",-0.2491,8.6217,-0.4463,0.6693,0.9867
