"gene","logFC","AveExpr","pvalue","padj"
"ENSG00000168556",1.278,9.083,2.297e-19,1.448e-17
"ENSG00000168564",0.3113,9.1614,0.007742,0.03747
"ENSG00000168566",0.1417,8.9273,0.3454,0.5931
"ENSG00000168569",-0.024,8.3156,0.8851,0.9528
"ENSG00000168575",0.419,10.3752,0.01296,0.0563
"ENSG00000168589",0.0569,7.1049,0.9401,0.9752
"ENSG00000168591",0.116,10.1332,0.2701,0.5153
"ENSG00000168610",0.6223,12.9421,6.815e-14,2.463e-12
"ENSG00000168612",-0.1152,8.6843,0.4281,0.6713
"ENSG00000168614",-0.07,11.2346,0.4489,0.6885
"ENSG00000168615",0.0907,14.0419,0.2607,0.5048
"ENSG00000168621",1.8033,8.5354,1.284e-17,6.655e-16
"ENSG00000168646",1.1407,8.9186,1.173e-12,3.667e-11
"ENSG00000168653",0.0098,10.4874,0.9162,0.9656
"ENSG00000168661",-0.847,7.6623,0.003638,0.01995
"ENSG00000168672",-1.5357,7.1089,0.03027,0.1096
"ENSG00000168679",-0.9361,8.9471,1.151e-12,3.611e-11
"ENSG00000168685",0.4859,7.867,0.06072,0.1858
"ENSG00000168701",0.3284,8.8758,0.01071,0.04855
"ENSG00000168710",0.1556,11.5296,0.08395,0.2342
"ENSG00000168724",0.4775,10.6433,8.478e-06,9.651e-05
"ENSG00000168734",-0.0771,10.9427,0.3884,0.6342
"ENSG00000168743",-0.2905,7.4725,0.5022,0.7301
"ENSG00000168758",0.4448,9.9161,0.001261,0.008123
"ENSG00000168763",0.2194,9.0368,0.1331,0.3259
"ENSG00000168765",-0.176,9.0722,0.1529,0.3596
"ENSG00000168769",-0.487,9.0555,0.001121,0.007356
"ENSG00000168778",0.0391,8.7875,0.7682,0.8984
"ENSG00000168779",-0.1716,8.2703,0.3405,0.589
"ENSG00000168781",-0.8693,8.9494,5.52e-08,9.498e-07
"ENSG00000168785",0.0227,11.7356,0.7871,0.9085
"ENSG00000168792",0.6554,9.0422,1.249e-07,2.008e-06
"ENSG00000168795",-0.1174,8.6745,0.4055,0.6514
"ENSG00000168802",0.1112,8.8019,0.4528,0.6915
"ENSG00000168803",-0.2442,8.5222,0.1568,0.3656
"ENSG00000168806",-0.0801,8.2636,0.6766,0.8479
"ENSG00000168807",0.0794,11.2607,0.382,0.6286
"ENSG00000168811",-2.0702,7.4986,1.193e-07,1.929e-06
"ENSG00000168813",-0.1319,9.3801,0.2295,0.4655
"ENSG00000168818",0.1074,9.3714,0.3416,0.59
"ENSG00000168826",-0.3119,7.8642,0.1922,0.4166
"ENSG00000168827",-0.0293,9.7989,0.7782,0.9043
"ENSG00000168843",-1.68,7.6952,2.537e-08,4.598e-07
"ENSG00000168872",0.0184,10.1882,0.84,0.9335
"ENSG00000168874",0.6689,9.5082,1.602e-06,2.098e-05
"ENSG00000168876",0.3321,8.6508,0.03275,0.1164
"ENSG00000168883",0.2905,10.1775,0.007134,0.03504
"ENSG00000168884",0.5013,9.7171,5.832e-06,6.905e-05
"ENSG00000168887",-0.1161,9.0594,0.4164,0.6612
"ENSG00000168890",0.9251,9.3988,6.256e-15,2.546e-13
"ENSG00000168894",-0.0914,9.9204,0.3648,0.6121
"ENSG00000168899",0.247,10.222,0.006276,0.03148
"ENSG00000168904",-0.0807,8.7918,0.5529,0.7677
"ENSG00000168906",0.2281,11.9944,0.01295,0.05629
"ENSG00000168916",-0.1238,9.4448,0.2566,0.5002
"ENSG00000168917",0.8082,8.7059,2.471e-08,4.492e-07
"ENSG00000168918",-2.1243,7.2512,5.432e-05,0.0005093
"ENSG00000168924",0.3506,9.7182,0.0008569,0.005855
"ENSG00000168936",0.1812,10.6348,0.03714,0.1281
"ENSG00000168938",-0.2987,9.9337,0.007425,0.03627
"ENSG00000168939",0.3465,7.7649,0.1999,0.4275
"ENSG00000168944",-0.1645,9.4131,0.1354,0.3303
"ENSG00000168952",0.7586,8.2121,0.0001068,0.0009366
"ENSG00000168955",1.1404,7.5117,0.007005,0.03452
"ENSG00000168958",0.1272,11.0234,0.1663,0.3798
"ENSG00000168961",-1.3577,7.2004,0.02875,0.1054
"ENSG00000168970",-0.4459,7.5192,0.1891,0.4128
"ENSG00000168992",-0.9159,7.0195,0.3209,0.569
"ENSG00000168994",1.3537,10.4417,7.752e-15,3.12e-13
"ENSG00000169016",0.2059,8.6883,0.1608,0.3715
"ENSG00000169018",0.1377,10.5937,0.158,0.3672
"ENSG00000169019",0.1997,9.0322,0.183,0.4041
"ENSG00000169020",0.1778,8.1632,0.3515,0.5989
"ENSG00000169021",0.1252,9.9188,0.212,0.4428
"ENSG00000169026",0.2549,7.8298,0.3098,0.5585
"ENSG00000169031",2.1482,7.5833,1.851e-08,3.445e-07
"ENSG00000169032",0.4606,10.2998,7.86e-05,0.0007126
"ENSG00000169045",0.2163,12.0733,0.008867,0.0417
"ENSG00000169047",0.7371,11.8335,1.868e-14,7.166e-13
"ENSG00000169057",0.3006,10.9198,0.00123,0.007944
"ENSG00000169062",-0.0262,10.2509,0.796,0.9124
"ENSG00000169071",-0.018,10.6679,0.8395,0.9331
"ENSG00000169083",0.0366,10.5465,0.7218,0.8748
"ENSG00000169084",0.025,9.2947,0.8337,0.9308
"ENSG00000169085",0.4133,7.5509,0.1993,0.4266
"ENSG00000169087",0.197,8.2052,0.3217,0.5697
"ENSG00000169093",0.4936,9.6384,1.741e-05,0.0001852
"ENSG00000169100",-0.1429,12.7968,0.1802,0.4004
"ENSG00000169105",0.2568,10.0581,0.01185,0.05249
"ENSG00000169116",-0.129,7.2824,0.7961,0.9124
"ENSG00000169118",-0.01,9.3085,0.932,0.9725
"ENSG00000169122",-0.3073,9.2324,0.01745,0.0712
"ENSG00000169129",-1.9349,7.1425,0.004858,0.02551
"ENSG00000169131",-0.0654,8.6381,0.6814,0.8503
"ENSG00000169136",-0.8848,9.8877,0.007128,0.03503
"ENSG00000169139",0.1311,9.8895,0.2383,0.4768
"ENSG00000169155",0.1569,8.9639,0.2181,0.4503
"ENSG00000169169",-0.0365,9.6389,0.7397,0.8844
"ENSG00000169180",-0.0207,11.382,0.832,0.9301
"ENSG00000169184",0.1229,11.0476,0.3498,0.5974
"ENSG00000169188",-0.1883,8.7595,0.1727,0.3895
"ENSG00000169189",0.0778,9.6688,0.4436,0.6843
"ENSG00000169193",0.37,8.1994,0.04909,0.1586
"ENSG00000169203",0.12,9.5443,0.4097,0.6558
"ENSG00000169213",0.5114,11.6226,0.002073,0.01243
"ENSG00000169217",0.1319,10.2914,0.1808,0.401
"ENSG00000169218",1.4033,9.6049,1.142e-21,8.916e-20
"ENSG00000169220",-0.4808,7.9105,0.03073,0.1108
"ENSG00000169221",-0.0469,10.162,0.634,0.8232
"ENSG00000169223",0.1186,11.2028,0.2318,0.468
"ENSG00000169228",-0.044,7.8653,0.8577,0.9414
"ENSG00000169230",0.1461,8.8412,0.3508,0.5984
"ENSG00000169231",-0.2582,9.741,0.03208,0.1147
"ENSG00000169239",0.2051,9.0685,0.1752,0.393
"ENSG00000169241",-0.2018,8.8977,0.137,0.333
"ENSG00000169242",-0.3108,7.17,0.611,0.8085
"ENSG00000169246",0.1273,10.0635,0.3394,0.5878
"ENSG00000169247",0.9374,7.3959,0.04052,0.1371
"ENSG00000169249",-0.3865,8.5498,0.02314,0.08916
"ENSG00000169251",-0.1293,10.0441,0.1996,0.4272
"ENSG00000169252",-0.849,7.1681,0.1743,0.3917
"ENSG00000169255",-0.1706,8.599,0.3645,0.6116
"ENSG00000169258",-0.4872,7.9071,0.02885,0.1056
"ENSG00000169271",2.2532,7.8368,1.39e-13,4.913e-12
"ENSG00000169282",0.0612,7.5179,0.8574,0.9412
"ENSG00000169288",-0.2611,8.5707,0.08516,0.2366
"ENSG00000169297",-3.1956,7.0624,0.0003323,0.002563
"ENSG00000169299",0.3153,8.9321,0.01964,0.07832
"ENSG00000169302",-1.5368,7.5073,2.142e-05,0.000223
"ENSG00000169314",-0.3127,7.3294,0.4862,0.7183
"ENSG00000169330",-0.2704,7.6292,0.3477,0.5955
"ENSG00000169359",0.357,10.0194,0.001011,0.00674
"ENSG00000169371",-0.1184,8.7735,0.3954,0.6412
"ENSG00000169372",-0.1776,8.3842,0.3309,0.5796
"ENSG00000169375",-0.1605,10.471,0.1396,0.3375
"ENSG00000169379",0.3433,8.5889,0.01972,0.07863
"ENSG00000169398",0.128,11.0623,0.1226,0.3074
"ENSG00000169410",0.3918,10.2859,1.991e-05,0.0002088
"ENSG00000169418",0.7663,7.9059,0.0006391,0.00454
"ENSG00000169429",-0.0892,7.1892,0.8765,0.9485
"ENSG00000169432",-0.0261,11.1641,0.8156,0.9221
"ENSG00000169439",0.3803,10.6659,0.0002211,0.001784
"ENSG00000169446",0.4393,9.8648,0.0001793,0.001479
"ENSG00000169490",0.0299,10.2744,0.7871,0.9085
"ENSG00000169495",2.2192,7.0292,0.0125,0.05476
"ENSG00000169499",0.2956,10.081,0.005509,0.02829
"ENSG00000169504",0.7744,14.0358,3.879e-15,1.601e-13
"ENSG00000169507",-0.0592,7.5884,0.879,0.9494
"ENSG00000169515",-0.5101,8.8772,0.009157,0.0429
"ENSG00000169519",-0.3519,8.9188,0.005667,0.02894
"ENSG00000169554",-0.3047,11.8052,0.001968,0.01189
"ENSG00000169564",0.1027,10.5706,0.2774,0.5235
"ENSG00000169567",0.1835,10.7929,0.06905,0.2035
"ENSG00000169570",-0.2105,7.8406,0.4384,0.6804
"ENSG00000169583",0.5052,7.5745,0.2612,0.5053
"ENSG00000169592",-0.0238,9.413,0.8354,0.9316
"ENSG00000169594",0.102,8.6184,0.5807,0.7874
"ENSG00000169598",-0.018,7.9403,0.9343,0.9728
"ENSG00000169599",-0.0607,9.2146,0.6212,0.8149
"ENSG00000169604",0.1594,13.8084,0.09832,0.2622
"ENSG00000169607",0.1443,7.2327,0.785,0.9071
"ENSG00000169609",-0.0042,8.751,0.977,0.9905
"ENSG00000169612",0.3339,8.5239,0.03462,0.1216
"ENSG00000169621",-0.2136,8.1978,0.245,0.4855
"ENSG00000169627",0.0094,8.67,0.9539,0.9816
"ENSG00000169629",-0.2199,10.0855,0.02176,0.08485
"ENSG00000169635",0.2026,8.0889,0.3333,0.5824
"ENSG00000169641",-0.0282,10.6525,0.8103,0.9195
"ENSG00000169660",-0.0466,8.605,0.7533,0.8917
"ENSG00000169668",0.5678,7.3402,0.2189,0.4514
"ENSG00000169679",0.0958,7.6606,0.731,0.8796
"ENSG00000169682",-0.2636,7.2731,0.6105,0.8082
"ENSG00000169683",0.1845,8.5186,0.2221,0.4555
"ENSG00000169689",0.4862,8.5566,0.001472,0.009282
"ENSG00000169692",0.6272,9.6114,4.241e-09,8.641e-08
"ENSG00000169696",0.0202,8.8551,0.8816,0.9505
"ENSG00000169710",0.2159,10.7589,0.1167,0.2967
"ENSG00000169714",0.2384,11.8964,0.009227,0.04311
"ENSG00000169715",2.2252,9.3334,1.182e-40,2.537e-38
"ENSG00000169718",0.2292,9.5917,0.04849,0.1571
"ENSG00000169727",0.1431,10.6815,0.1029,0.2713
"ENSG00000169733",0.1232,9.7368,0.2579,0.502
"ENSG00000169738",2.0981,9.4594,7.307e-26,8.034e-24
"ENSG00000169740",-0.1839,8.8407,0.1725,0.3891
"ENSG00000169744",-1.336,9.5765,3.551e-20,2.434e-18
"ENSG00000169750",1.4728,7.8615,1.43e-09,3.111e-08
"ENSG00000169752",-0.5848,7.6189,0.0524,0.1661
"ENSG00000169756",-0.4219,10.8789,4.716e-06,5.661e-05
"ENSG00000169758",0.4056,7.3926,0.2976,0.5462
"ENSG00000169760",0.3738,7.7433,0.2715,0.5167
"ENSG00000169762",0.0213,8.9297,0.8789,0.9494
"ENSG00000169764",0.8884,11.6788,2.667e-20,1.857e-18
"ENSG00000169813",0.2719,11.5703,0.0009589,0.006454
"ENSG00000169814",-0.117,8.9706,0.4044,0.6502
"ENSG00000169826",0.2624,10.6178,0.0119,0.05273
"ENSG00000169851",0.6045,8.4971,0.00566,0.02891
"ENSG00000169855",-1.1106,10.812,2.691e-17,1.359e-15
"ENSG00000169857",0.6272,8.8398,3.733e-06,4.57e-05
"ENSG00000169860",-0.4129,8.1392,0.05671,0.1764
"ENSG00000169871",0.2086,10.0105,0.04279,0.143
"ENSG00000169885",0.1026,7.3082,0.8165,0.9223
"ENSG00000169891",0.4615,8.3132,0.03203,0.1146
"ENSG00000169895",0.1042,10.3895,0.248,0.4895
"ENSG00000169902",-0.4797,11.0529,3.116e-06,3.88e-05
"ENSG00000169905",0.3296,10.721,0.0001778,0.001468
"ENSG00000169908",1.1634,10.0767,2.795e-12,8.317e-11
"ENSG00000169914",-0.1131,8.4219,0.496,0.7253
"ENSG00000169918",0.0741,7.1572,0.9007,0.9595
"ENSG00000169919",0.0912,9.9404,0.4237,0.6678
"ENSG00000169925",0.0746,9.8084,0.4575,0.6952
"ENSG00000169926",0.902,11.0806,9.547e-19,5.607e-17
"ENSG00000169933",0.6887,7.6736,0.05555,0.1734
"ENSG00000169946",-0.5914,9.3625,1.916e-07,2.986e-06
"ENSG00000169951",-0.1994,7.9471,0.4222,0.6667
"ENSG00000169955",0.0235,8.0818,0.9068,0.9615
"ENSG00000169957",-0.0767,9.1519,0.5234,0.7447
"ENSG00000169962",-0.301,7.1389,0.6332,0.8226
"ENSG00000169964",0.1432,9.0806,0.2299,0.4658
"ENSG00000169967",0.059,10.4021,0.5087,0.7347
"ENSG00000169972",-0.0702,8.2773,0.7114,0.8687
"ENSG00000169976",-0.0748,10.1017,0.4823,0.715
"ENSG00000169981",0.0345,8.1508,0.855,0.9403
"ENSG00000169991",-0.1989,8.2555,0.2753,0.5209
"ENSG00000169992",-0.1144,11.1087,0.198,0.4252
"ENSG00000169994",2.0544,7.0942,0.01832,0.07414
"ENSG00000170004",-0.1523,13.1103,0.05755,0.1786
"ENSG00000170006",0.543,7.6,0.07964,0.2254
"ENSG00000170011",1.4482,7.0873,0.08052,0.2271
"ENSG00000170017",0.7858,12.5133,7.499e-07,1.035e-05
"ENSG00000170027",0.1818,11.6662,0.02447,0.09326
"ENSG00000170035",-0.3324,10.7172,0.001704,0.0105
"ENSG00000170037",-0.0541,9.5002,0.6384,0.8257
"ENSG00000170043",0.1496,10.2219,0.1186,0.3
"ENSG00000170049",-0.2678,7.386,0.5135,0.7377
"ENSG00000170085",0.423,8.7022,0.00226,0.01336
"ENSG00000170088",0.3131,9.4664,0.02311,0.08905
"ENSG00000170089",-0.1901,8.7968,0.1678,0.3818
"ENSG00000170092",-0.1801,7.4771,0.6294,0.8202
"ENSG00000170100",0.029,7.7312,0.9132,0.9639
"ENSG00000170113",0.3461,9.0602,0.003702,0.02021
"ENSG00000170122",-0.3882,7.0432,0.6346,0.8237
"ENSG00000170142",-0.2379,10.7501,0.01033,0.04719
"ENSG00000170144",0.0918,11.9738,0.3452,0.5931
"ENSG00000170145",0.3062,11.71,0.001616,0.01002
"ENSG00000170153",-0.6981,8.7725,0.002388,0.01401
"ENSG00000170160",-0.0788,8.8841,0.6111,0.8085
"ENSG00000170161",-0.51,7.6028,0.09519,0.2558
"ENSG00000170175",0.229,8.0847,0.267,0.5117
"ENSG00000170185",0.1564,9.5066,0.1623,0.3743
"ENSG00000170190",0.1415,8.591,0.3443,0.5923
"ENSG00000170191",-0.3005,8.5312,0.05482,0.1718
"ENSG00000170214",4.062,8.2818,1.015e-16,4.895e-15
"ENSG00000170222",0.1981,8.3876,0.2441,0.4842
"ENSG00000170234",-0.1712,8.886,0.2266,0.4616
"ENSG00000170242",0.4751,11.5633,1.02e-06,1.373e-05
"ENSG00000170248",0.0819,12.295,0.2772,0.5234
"ENSG00000170260",-0.0453,8.5099,0.763,0.897
"ENSG00000170264",-0.1962,7.9576,0.3667,0.6138
"ENSG00000170265",0.0886,9.5082,0.4322,0.6748
"ENSG00000170266",-0.0164,11.1828,0.8531,0.9396
"ENSG00000170270",0.1034,7.906,0.6674,0.8426
"ENSG00000170271",0.2202,11.1312,0.2176,0.4498
"ENSG00000170275",-0.0022,13.0006,0.9792,0.9914
"ENSG00000170291",0.0665,9.1045,0.5729,0.782
"ENSG00000170293",0.1502,7.2297,0.767,0.8978
"ENSG00000170296",0.0693,8.2818,0.7268,0.8778
"ENSG00000170310",0.0649,9.4173,0.5697,0.7799
"ENSG00000170312",-0.3552,7.753,0.187,0.4096
"ENSG00000170315",-0.3918,11.448,6.587e-06,7.698e-05
"ENSG00000170322",-0.0276,9.5532,0.8019,0.9153
"ENSG00000170323",3.7021,7.0519,5.198e-05,0.0004897
"ENSG00000170325",-0.1311,8.6847,0.376,0.6223
"ENSG00000170340",0.2759,8.7005,0.04938,0.1593
"ENSG00000170345",0.3454,7.7651,0.2604,0.5045
"ENSG00000170348",0.1968,12.5594,0.02908,0.1063
"ENSG00000170356",0.1239,8.0633,0.5457,0.7627
"ENSG00000170364",0.5789,9.1348,0.0003311,0.002556
"ENSG00000170365",-0.885,8.9531,1.31e-10,3.183e-09
"ENSG00000170379",0.596,8.6434,0.01776,0.07222
"ENSG00000170381",0.0143,8.377,0.9357,0.9732
"ENSG00000170385",0.2383,10.6372,0.1227,0.3074
"ENSG00000170390",0.5406,8.5684,0.008096,0.03879
"ENSG00000170396",-0.0011,8.174,0.9955,0.9981
"ENSG00000170412",-0.9629,7.3166,0.04222,0.1414
"ENSG00000170417",-0.4231,7.9885,0.04414,0.1463
"ENSG00000170421",-0.4819,7.5523,0.147,0.3504
"ENSG00000170425",-0.5406,8.0193,0.02419,0.09229
"ENSG00000170430",-0.0183,8.9288,0.889,0.9544
"ENSG00000170439",-1.3188,7.2756,0.01252,0.05484
"ENSG00000170445",0.0708,10.118,0.4672,0.7026
"ENSG00000170448",0.2054,8.5865,0.2035,0.4321
"ENSG00000170456",-0.4779,9.3265,4.99e-05,0.0004731
"ENSG00000170458",0.8355,7.3734,0.09419,0.2538
"ENSG00000170464",-0.1835,9.3671,0.1191,0.3009
"ENSG00000170469",-0.1504,7.4446,0.675,0.8473
"ENSG00000170471",-0.068,11.0779,0.4324,0.6749
"ENSG00000170473",-0.0311,8.7238,0.8389,0.933
"ENSG00000170482",-0.2103,7.1436,0.7339,0.8813
"ENSG00000170485",1.147,8.8307,4.118e-13,1.38e-11
"ENSG00000170502",0.1993,9.5538,0.07519,0.2163
"ENSG00000170509",0.0488,7.121,0.9418,0.9757
"ENSG00000170515",0.1669,9.8629,0.09146,0.2485
"ENSG00000170522",0.278,8.6024,0.09949,0.2646
"ENSG00000170525",0.3777,11.4439,2.745e-05,0.0002781
"ENSG00000170537",-0.3801,7.2481,0.5232,0.7445
"ENSG00000170540",0.2739,10.2621,0.01665,0.06852
"ENSG00000170542",0.6981,8.5082,5.335e-05,0.0005021
"ENSG00000170545",-0.088,8.3461,0.594,0.7961
"ENSG00000170558",-0.338,8.8757,0.07016,0.2059
"ENSG00000170561",0.2401,7.6797,0.3812,0.6279
"ENSG00000170571",-0.1261,8.4064,0.4959,0.7252
"ENSG00000170579",0.6295,7.237,0.2909,0.5393
"ENSG00000170581",0.1652,12.9156,0.05383,0.1695
"ENSG00000170584",0.6028,9.3277,3.342e-07,4.988e-06
"ENSG00000170604",-0.3198,8.934,0.01373,0.05888
"ENSG00000170606",0.0787,11.688,0.3884,0.6342
"ENSG00000170619",0.1506,8.4434,0.3614,0.6084
"ENSG00000170624",-1.137,11.0447,8.017e-24,7.452e-22
"ENSG00000170629",-0.7903,7.6711,0.0124,0.05441
"ENSG00000170631",-0.4839,8.2838,0.009548,0.04425
"ENSG00000170632",-0.1071,9.6816,0.2916,0.54
"ENSG00000170633",0.1896,9.2845,0.09584,0.2573
"ENSG00000170634",0.1545,8.3386,0.3501,0.5977
"ENSG00000170638",0.291,9.0681,0.05324,0.1683
"ENSG00000170647",-1.1042,7.4483,0.006121,0.03087
"ENSG00000170653",-0.0515,9.5708,0.6676,0.8426
"ENSG00000170667",-0.1765,7.8018,0.5077,0.7338
"ENSG00000170677",0.0988,9.5178,0.4157,0.6606
"ENSG00000170681",0.2672,7.7055,0.3843,0.6307
"ENSG00000170684",1.3256,7.0288,0.1194,0.3014
"ENSG00000170703",1.1474,7.0924,0.1319,0.3243
"ENSG00000170727",0.2101,9.0449,0.1159,0.2954
"ENSG00000170734",-0.4187,9.9271,9.788e-05,0.0008639
"ENSG00000170745",1.049,7.929,0.0002281,0.001834
"ENSG00000170759",0.5735,12.154,4.547e-14,1.673e-12
"ENSG00000170775",1.4907,8.4874,3.763e-20,2.57e-18
"ENSG00000170776",0.556,11.3326,1.73e-07,2.724e-06
"ENSG00000170779",-0.103,7.9177,0.6603,0.8399
"ENSG00000170791",0.7141,9.1607,1.554e-08,2.91e-07
"ENSG00000170801",-0.3227,10.2556,0.07767,0.2215
"ENSG00000170802",0.9048,8.866,4.689e-07,6.765e-06
"ENSG00000170827",0.0519,7.05,0.9503,0.9798
"ENSG00000170832",0.1736,10.7363,0.08314,0.2326
"ENSG00000170835",-0.4104,7.3807,0.3719,0.6185
"ENSG00000170836",-0.6226,9.131,2.012e-05,0.0002107
"ENSG00000170846",-0.3234,8.4436,0.063,0.1906
"ENSG00000170848",-0.6656,7.0386,0.4249,0.6687
"ENSG00000170852",0.1702,9.6502,0.1512,0.3575
"ENSG00000170854",-0.5589,9.0933,2.565e-05,0.0002622
"ENSG00000170855",-0.2411,9.0176,0.06772,0.2007
"ENSG00000170860",-0.196,9.2272,0.09965,0.2648
"ENSG00000170871",-0.0694,10.5432,0.4265,0.6699
"ENSG00000170873",1.8391,10.354,1.112e-09,2.454e-08
"ENSG00000170876",0.3571,11.7708,4.635e-05,0.0004437
"ENSG00000170881",0.0453,9.9185,0.6418,0.8278
"ENSG00000170889",0.0181,13.1417,0.8158,0.9222
"ENSG00000170891",0.4001,7.46,0.3107,0.5595
"ENSG00000170892",0.1658,9.7573,0.1048,0.2753
"ENSG00000170899",-0.7596,9.2819,6.302e-06,7.393e-05
"ENSG00000170903",0.1127,9.4032,0.3312,0.5798
"ENSG00000170906",-0.2229,9.1985,0.1088,0.2828
"ENSG00000170909",0.1226,7.5216,0.7175,0.8724
"ENSG00000170915",-0.2202,8.5022,0.1537,0.3607
"ENSG00000170917",-0.4072,7.7676,0.1064,0.2779
"ENSG00000170919",-0.0741,9.7514,0.4737,0.708
"ENSG00000170921",0.598,11.0959,6.389e-08,1.083e-06
"ENSG00000170946",0.2426,8.6669,0.08805,0.242
"ENSG00000170949",0.0081,9.9234,0.9501,0.9796
"ENSG00000170954",-0.3414,8.4183,0.05449,0.1709
"ENSG00000170955",0.2124,10.1606,0.219,0.4514
"ENSG00000170961",-0.1852,9.1251,0.6976,0.8611
"ENSG00000170962",0.3741,11.2207,0.0284,0.1044
"ENSG00000170989",-1.485,8.66,7.141e-19,4.336e-17
"ENSG00000171016",-0.1873,9.3205,0.1565,0.365
"ENSG00000171017",0.0297,7.049,0.9725,0.9891
"ENSG00000171033",-1.3134,8.661,2.222e-15,9.424e-14
"ENSG00000171044",-0.3228,7.2453,0.5215,0.7436
"ENSG00000171045",0.0908,8.468,0.5811,0.7876
"ENSG00000171055",0.0651,10.3599,0.5064,0.7331
"ENSG00000171067",0.1014,10.1641,0.3747,0.6212
"ENSG00000171084",-0.7038,7.3169,0.1828,0.4037
"ENSG00000171097",-0.7718,7.845,0.00139,0.008841
"ENSG00000171100",0.0609,8.6309,0.6759,0.8478
"ENSG00000171103",0.1517,8.1738,0.4099,0.6561
"ENSG00000171105",0.5277,9.7339,0.0005438,0.003943
"ENSG00000171109",0.2144,10.1193,0.02334,0.08976
"ENSG00000171116",-0.0535,7.4089,0.888,0.9543
"ENSG00000171119",0.7362,7.1098,0.2943,0.5426
"ENSG00000171121",0.1392,7.4087,0.7157,0.8714
"ENSG00000171129",0.0153,7.4714,0.9654,0.9863
"ENSG00000171130",-0.1451,8.705,0.3236,0.5716
"ENSG00000171132",-1.201,9.1466,2.467e-20,1.725e-18
"ENSG00000171135",0.3891,9.3626,0.0007718,0.00535
"ENSG00000171148",0.228,10.9404,0.01115,0.05015
"ENSG00000171150",-0.4498,10.5639,0.001481,0.009317
"ENSG00000171155",0.5263,9.5146,2.077e-05,0.0002169
"ENSG00000171159",-0.014,9.4131,0.9091,0.9624
"ENSG00000171160",-0.409,8.3759,0.01995,0.07943
"ENSG00000171161",-0.2079,8.814,0.1198,0.302
"ENSG00000171163",-0.4681,8.807,0.0006583,0.004653
"ENSG00000171169",-0.1977,8.4031,0.2267,0.4616
"ENSG00000171174",-0.5054,7.4775,0.1488,0.3533
"ENSG00000171189",1.9224,7.6561,7.571e-07,1.045e-05
"ENSG00000171202",0.1733,8.5425,0.2475,0.489
"ENSG00000171204",-0.2739,9.4204,0.02081,0.08196
"ENSG00000171206",-0.0308,11.4666,0.7402,0.8847
"ENSG00000171208",0.1264,7.7097,0.6492,0.8319
"ENSG00000171217",-0.5585,7.0364,0.5258,0.7467
"ENSG00000171219",0.6756,7.0455,0.423,0.6672
"ENSG00000171222",0.1016,9.201,0.3896,0.6355
"ENSG00000171223",-0.064,9.7682,0.6562,0.8363
"ENSG00000171224",-0.4985,7.1756,0.4054,0.6512
"ENSG00000171227",-2.2301,7.2085,0.0001174,0.001018
"ENSG00000171241",-0.1854,7.6983,0.4899,0.7214
"ENSG00000171246",-1.0399,7.2396,0.04649,0.1523
"ENSG00000171262",0.0973,9.4614,0.4169,0.6615
"ENSG00000171282",-0.3033,9.5337,0.01251,0.0548
"ENSG00000171291",0.3359,8.0335,0.1002,0.2658
"ENSG00000171295",-0.2321,8.3639,0.1642,0.377
"ENSG00000171298",-0.051,11.59,0.5514,0.7666
"ENSG00000171302",0.0232,10.6615,0.8115,0.9198
"ENSG00000171307",0.2211,9.9692,0.04582,0.1505
"ENSG00000171310",0.0487,8.1651,0.8325,0.9305
"ENSG00000171311",-0.2683,8.9448,0.03971,0.1349
"ENSG00000171314",0.035,12.6499,0.789,0.9092
"ENSG00000171316",1.9627,7.0813,0.009749,0.04505
"ENSG00000171320",-0.166,7.0468,0.8339,0.9308
"ENSG00000171345",0.2306,7.3686,0.5719,0.7813
"ENSG00000171357",-0.3974,7.3941,0.3129,0.5622
"ENSG00000171365",0.2056,9.0151,0.1032,0.2719
"ENSG00000171368",2.0152,7.0189,0.02727,0.1013
"ENSG00000171385",1.4505,8.0984,7.015e-07,9.753e-06
"ENSG00000171388",-1.0845,8.3334,0.1151,0.2941
"ENSG00000171408",-0.3499,9.9035,0.02319,0.08929
"ENSG00000171421",0.1718,8.78,0.2115,0.4424
"ENSG00000171425",-0.2036,8.9717,0.1981,0.4254
"ENSG00000171428",0.2118,7.9649,0.3495,0.597
"ENSG00000171443",-0.2305,8.1099,0.2538,0.4965
"ENSG00000171444",-0.0419,10.4603,0.7433,0.8865
"ENSG00000171448",-0.2019,8.5872,0.2396,0.4788
"ENSG00000171451",-0.0899,11.4475,0.5163,0.7398
"ENSG00000171453",0.1113,8.4577,0.4943,0.7245
"ENSG00000171456",0.3079,11.1672,0.0005228,0.003806
"ENSG00000171462",0.4473,7.3391,0.3024,0.5514
"ENSG00000171466",-0.0567,8.7938,0.6728,0.8461
"ENSG00000171467",-0.2143,9.8878,0.0472,0.1539
"ENSG00000171469",-0.6586,9.6241,8.245e-10,1.845e-08
"ENSG00000171471",0.0972,8.889,0.4544,0.6925
"ENSG00000171475",0.1258,10.2389,0.1635,0.3759
"ENSG00000171476",-0.4244,7.0389,0.6121,0.8094
"ENSG00000171488",-0.0959,8.7746,0.491,0.7225
"ENSG00000171490",0.0211,11.151,0.8127,0.9205
"ENSG00000171492",-0.7651,9.3202,2.692e-11,7.034e-10
"ENSG00000171497",-0.226,9.4291,0.03489,0.1223
"ENSG00000171502",-0.9231,7.8789,0.0007907,0.005467
