"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-A8-A0A7-01A","TCGA-E9-A22D-01A","TCGA-A8-A08H-01A","TCGA-BH-A0DZ-01A","TCGA-BH-A0BQ-01A","TCGA-JL-A3YW-01A","TCGA-E9-A22G-01A","TCGA-AO-A0JE-01A","TCGA-E9-A1N6-01A","TCGA-D8-A1XY-01A","TCGA-C8-A12T-01A","TCGA-AN-A0FX-01A","TCGA-A8-A06U-01A","TCGA-C8-A135-01A","TCGA-S3-AA14-01A","TCGA-E9-A3X8-01A","TCGA-BH-A0AW-01A","TCGA-C8-A12Q-01A","TCGA-AQ-A04L-01B","TCGA-AN-A0XP-01A","TCGA-EW-A6S9-01A","TCGA-A8-A06X-01A","TCGA-C8-A1HF-01A","TCGA-3C-AALK-01A","TCGA-C8-A12P-01A","TCGA-E2-A1IF-01A","TCGA-BH-A0C3-01A","TCGA-EW-A1IZ-01A","TCGA-GM-A2DO-01A","TCGA-EW-A1J5-01A","TCGA-D8-A1XG-01A","TCGA-BH-A5J0-01A","TCGA-E9-A227-01A","TCGA-B6-A1KC-01B","TCGA-AN-A046-01A","TCGA-AN-A0XL-01A","TCGA-E2-A1IL-01A","TCGA-A2-A0YL-01A","TCGA-D8-A1JC-01A","TCGA-AO-A12H-01A","TCGA-D8-A27K-01A","TCGA-A8-A06Y-01A","TCGA-BH-A1EY-01A","TCGA-BH-A0DL-01A","TCGA-GM-A5PX-01A","TCGA-GI-A2C8-01A","TCGA-D8-A73W-01A","TCGA-D8-A1JM-01A","TCGA-A2-A0T7-01A","TCGA-A8-A08I-01A","TCGA-BH-A0BL-01A","TCGA-LL-A441-01A","TCGA-D8-A143-01A","TCGA-EW-A6SB-01A","TCGA-E2-A150-01A","TCGA-A2-A0T2-01A","TCGA-AO-A0JL-01A","TCGA-EW-A1P4-01A","TCGA-LL-A73Y-01A","TCGA-A1-A0SK-01A","TCGA-HN-A2NL-01A","TCGA-C8-A1HJ-01A","TCGA-EW-A1PH-01A","TCGA-E9-A5FL-01A","TCGA-AC-A2QH-01A","TCGA-S3-AA15-01A","TCGA-A2-A3XT-01A","TCGA-D8-A1XQ-01A","TCGA-A7-A4SE-01A","TCGA-D8-A1JF-01A","TCGA-B6-A402-01A","TCGA-AC-A2QH-01B","TCGA-A7-A6VV-01A","TCGA-BH-A0RX-01A","TCGA-AR-A5QQ-01A"
"CTD-2521M24.10",5.9254,5.9032,6.3372,6.1514,5.9991,5.8323,5.8894,6.0802,5.9693,6.2949,6.2521,6.2059,6.183,6.3506,6.0497,5.9297,6.3261,5.8151,6.7168,6.092,5.6755,5.5596,5.6521,6.0781,5.9141,5.6642,5.3397,5.6602,5.6514,5.645,5.6676,6.085,5.729,5.6693,5.6618,5.841,5.668,5.6491,5.5844,5.5618,5.718,6.3774,5.3397,5.6583,5.5685,5.7188,6.0522,5.5614,5.8893,5.9657,5.9246,5.7867,5.5625,6.0082,5.6741,5.7624,5.8123,5.8035,5.7623,6.2349,5.8088,5.6512,5.6528,5.5666,5.7508,5.3397,5.5585,5.8064,5.7563,5.8209,5.8509,5.6978,6.9013,5.3397,5.5659,5.3397,5.3397,5.659,5.5549,5.3397,5.876,5.5844,5.3397,5.9032,5.8546,5.6932,5.6548,5.6503,6.0427,5.6821,5.3397,5.9051,5.6545,5.8584,5.3397
"SLC27A1",10.9846,10.9573,11.6825,10.9573,10.8647,11.3678,11.256,11.6489,10.8502,10.9078,10.7853,10.9082,10.8523,10.8294,10.7981,10.7016,10.8,11.164,10.8617,10.7417,9.58,9.3013,10.8721,9.9918,10.8993,9.9021,7.9307,9.9862,9.6458,9.6535,9.6451,10.3723,10.2608,9.3196,9.9896,11.7644,9.5147,9.8752,10.1491,10.1412,9.3441,9.9195,9.3075,9.9551,9.9742,10.9387,10.062,10.3401,9.7339,10.563,10.918,11.0378,10.0179,10.1159,10.1735,10.0242,10.6118,10.7487,9.7011,10.7608,10.2892,11.548,9.5761,9.0007,11.0215,10.177,10.779,9.3686,10.5916,9.7578,9.6761,10.5723,10.3395,10.1222,11.2185,9.671,10.569,9.0392,10.3801,8.4364,9.9548,9.4018,9.4252,10.1699,8.943,10.2023,9.9927,10.0905,10.6984,9.4743,10.1379,9.7953,9.6405,9.2839,9.8106
"PGLS",10.1667,9.9975,11.7174,10.0902,10.306,8.8863,10.1562,11.3041,10.1616,9.8371,9.935,9.7488,9.6874,10.7124,10.4054,9.679,9.8781,10.1982,10.4833,10.0275,10.7718,9.8007,10.9409,10.8245,11.5446,11.4871,10.6136,10.5335,10.7377,9.9481,11.2014,11.3868,10.8895,10.5357,10.4854,12.9141,11.5587,11.2726,11.6514,10.8814,10.4043,11.6813,10.6094,11.1758,10.4681,11.3141,9.8227,10.7156,10.9287,10.3424,10.0177,11.8192,10.7778,9.9103,11.2907,10.1068,10.2007,10.743,9.8037,11.1978,10.3819,10.6446,9.8866,10.1473,10.8924,9.9956,9.9839,10.6007,10.3211,9.5401,9.9358,10.6644,11.5943,11.296,11.5215,11.1397,11.3191,11.1845,10.7431,10.3539,11.8168,10.8297,10.0511,13.0479,9.1302,10.8832,11.6905,10.5701,10.7965,10.5227,11.1106,9.0793,10.9035,11.6411,11.4149
"FAM129C",6.2341,5.6422,5.8681,6.0966,6.2865,5.8323,6.0563,5.9827,7.0355,6.0673,6.0247,6.5153,5.9402,5.9611,5.8665,6.2632,6.5065,6.0411,5.9118,6.092,7.0098,7.075,6.8505,5.7472,6.6261,6.2446,6.292,6.0845,5.8312,5.7133,5.5718,6.2228,5.8413,5.9531,6.0882,6.5624,6.5156,6.1768,5.9356,5.7236,5.8733,6.0968,6.0005,6.5026,5.6629,6.1504,6.8232,7.8822,10.2194,6.8688,5.835,6.3474,6.5276,5.9657,6.4715,5.8974,6.0675,6.2334,5.6391,6.2349,6.5668,5.7208,6.6105,6.4477,5.696,5.8566,6.1485,5.861,5.7563,6.2661,7.2609,11.1791,6.3681,6.2469,6.0825,5.6796,5.9776,6.2031,7.1156,5.8664,6.9089,6.5305,6.1568,6.3922,5.8546,9.7274,6.7162,6.0289,6.7222,5.93,5.8013,6.2254,6.3416,7.1073,7.9516
"COLGALT1",10.8188,11.3644,11.2208,11.2387,10.764,11.1137,10.6242,11.4737,11.3181,11.3286,11.1421,10.733,11.0169,12.4538,11.2695,10.8962,11.4731,10.8607,12.0781,11.6112,12.0474,11.7732,13.1977,12.3962,12.2506,13.0454,13.3017,12.6823,12.6055,11.8369,12.5849,13.4837,11.798,12.0277,11.9675,12.3578,11.7844,12.6919,12.6697,11.7699,11.702,13.2544,12.2047,11.9363,12.4318,12.2601,11.8779,11.8064,11.6412,11.6204,11.5181,12.4939,11.6383,11.4277,12.0415,11.7007,11.3772,11.5013,11.6865,11.3312,11.4726,11.8228,11.8496,12.288,11.3695,11.7975,12.1284,13.165,11.7508,11.5809,12.5442,11.9214,13.9516,11.8627,13.8558,12.188,12.3051,13.4683,11.9658,12.3109,12.6493,12.3501,12.2671,12.7119,11.9942,12.7381,12.8781,12.5954,12.9053,12.2829,12.2955,11.7709,12.7973,13.1801,13.2743
"UNC13A",5.9254,5.5538,5.5564,6.0053,5.9991,5.9416,6.1389,6.0493,6.1216,6.0963,5.6483,5.6977,6.042,5.866,5.821,5.7583,5.9013,6.0091,6.1756,7.1521,6.7326,6.4153,6.4614,6.1789,6.5929,6.6184,6.2392,6.6387,6.1262,5.9083,5.9053,6.4623,6.3749,6.3379,6.1816,6.1266,7.4122,6.8233,6.0262,6.4043,6.278,6.6724,5.9633,6.4202,6.4777,6.1216,6.8882,6.8401,7.0566,6.5151,11.2419,6.3,6.6509,12.2871,6.4715,6.2013,6.2265,6.0242,6.2012,5.7926,6.1454,6.1824,6.3131,6.2603,6.2687,6.7021,6.2778,7.7666,6.5083,7.4538,6.8035,7.3156,6.2028,5.9568,7.0129,6.2572,6.562,8.8421,7.233,11.4056,7.7207,5.9355,6.1278,6.5225,5.7048,6.8367,6.5653,6.3286,6.6012,9.3552,6.0284,6.2254,6.2698,6.9101,6.3155
"MAP1S",10.1982,10.3138,11.4359,10.0786,9.8034,10.3096,10.0755,11.0062,9.8945,9.802,10.0549,9.5901,9.6796,9.8258,9.979,9.1238,9.4385,10.2911,9.7387,9.733,10.5939,10.0791,10.7883,10.558,10.9195,11.1271,10.7043,10.3746,10.5855,9.8039,10.8254,11.3612,10.0546,10.2885,10.4945,11.4986,10.5066,11.031,10.1252,10.6393,10.4571,11.4241,10.1476,11.0115,10.844,10.6837,9.9974,10.5731,9.9006,10.0517,10.2943,11.1003,9.596,9.5323,10.0818,9.8894,10.5104,10.33,9.8955,10.5666,10.1783,10.5336,9.7454,9.012,10.2702,10.1836,10.933,10.6572,10.508,10.2614,10.6516,10.5207,11.7242,10.359,10.7798,11.0457,11.2892,10.9046,10.2524,10.8865,11.0655,9.8491,9.8329,11.0057,8.9959,10.8728,10.9747,10.3636,11.38,9.4147,10.708,8.8994,11.1255,11.0218,10.7879
"FCHO1",7.4714,7.323,8.6641,7.3241,7.443,5.6889,7.5873,8.3482,7.6756,7.1995,7.1903,7.1877,7.4022,7.0016,7.5159,7.1636,7.5059,7.9402,7.2797,7.883,8.6187,8.4302,8.609,6.6686,7.5125,8.0039,6.8954,7.4419,7.08,6.3974,7.2387,7.6218,7.1236,7.4661,6.9738,8.4685,7.9735,7.4215,7.6964,6.1883,6.8226,9.9601,8.1679,7.4403,9.0882,7.5812,7.7571,8.6807,9.5998,7.7861,7.2689,8.1844,7.1819,7.6019,7.3767,7.3221,6.4911,7.7556,7.5169,6.2873,8.6121,6.6044,7.5321,7.5995,6.7551,7.2814,7.2513,6.8733,8.1204,8.3243,8.2157,9.7618,8.0352,8.4517,7.6249,9.2259,6.9555,7.7259,8.026,7.7374,7.9196,7.211,8.2168,9.9371,6.4682,9.3396,9.6686,7.7459,9.7011,7.3009,8.2602,6.7353,7.2916,7.9912,8.3777
"B3GNT3",9.2553,8.8168,8.3606,7.3241,7.739,5.3397,8.8849,10.0312,8.7088,6.4908,7.6103,7.7626,7.9101,6.841,9.1786,9.8742,7.8201,9.8111,6.8317,8.4908,9.6392,6.4153,7.5894,9.396,7.6021,9.0765,7.6502,6.9135,7.8666,6.0499,7.6744,10.4456,6.7753,7.8923,6.6621,7.6344,7.3931,7.0232,7.7132,6.8004,7.3166,6.9401,5.9236,6.9053,10.2771,7.8604,6.5676,7.2042,6.3298,7.6189,5.7241,6.0069,6.7906,5.5779,5.9164,6.6061,6.1772,7.1872,7.7057,5.5669,7.5197,5.7208,8.4871,7.1238,6.2018,5.9915,5.9545,11.072,7.9732,6.0496,6.5617,7.9202,10.0977,6.8219,11.1236,9.5056,8.1521,10.2458,9.8235,6.0172,7.1713,6.9209,8.9626,10.351,5.8546,7.6244,6.747,8.701,7.338,9.2391,7.7589,5.7407,8.5723,8.0096,9.7016
"JAK3",8.4312,8.4762,8.8459,8.859,8.2256,6.5646,8.4758,8.5389,9.3932,8.6768,8.1858,8.7755,8.5214,8.7456,8.6859,8.0614,8.5504,8.6274,8.9573,9.055,10.7544,10.5451,10.2274,8.5241,9.0486,9.7957,8.1788,9.3888,7.9657,7.5314,8.1348,8.956,8.3976,8.8137,8.399,10.2314,9.9681,8.7371,8.1021,7.792,7.8681,8.6167,9.3928,8.8893,8.5727,8.9728,9.2671,10.7657,12.08,9.6237,7.7078,9.3059,9.4191,8.4996,9.2719,7.8433,7.6826,8.9922,8.8803,7.0914,9.6273,7.0564,9.2472,9.746,7.8526,8.555,8.7417,8.8046,8.8588,10.0434,9.7965,11.4913,8.8218,10.3917,9.2289,9.0079,8.7065,9.8625,9.6844,7.069,9.0899,8.95,8.7344,9.229,8.473,11.2315,9.762,9.626,9.0906,9.1187,8.2948,8.8407,9.0603,10.3157,10.3496
"RPL18A",11.545,11.4668,12.4732,10.4967,11.2823,11.8084,11.1825,12.6707,10.745,10.6257,10.9713,10.9823,10.7605,11.5111,11.8765,11.1198,11.2828,11.9281,10.6692,11.0608,11.6077,10.9623,11.0904,12.1616,11.9137,11.8998,12.7615,10.7881,10.2258,9.8288,12.0132,12.3255,10.6096,11.1985,11.0191,13.5226,11.5587,11.6402,13.0826,10.7139,10.683,12.1965,11.7645,11.2956,10.8247,11.2377,10.5383,11.5975,11.604,10.2788,10.657,11.3203,10.7818,10.8328,12.0908,10.4428,10.1658,11.7312,9.2345,10.7515,11.1712,10.5401,10.4162,11.0533,11.4861,10.3602,10.9261,12.0645,10.1652,10.514,10.3291,11.3639,11.229,12.8771,11.6965,10.95,12.5561,12.168,11.4467,11.8601,13.4414,11.7462,11.2468,12.5671,11.9569,11.8467,12.4989,10.5014,11.5315,10.7481,12.3565,10.9599,11.6734,12.1619,11.9462
"CCDC124",9.7884,10.1221,11.5614,9.8338,9.7681,10.889,9.6371,10.8733,9.9679,9.8659,9.9568,9.0243,9.173,10.5382,9.3918,8.9099,9.4277,9.3124,9.6678,9.175,10.3129,10.0055,10.5073,10.9572,10.5569,11.2847,10.8632,10.368,10.5979,9.7096,11.5743,11.7316,10.6368,10.4583,10.5734,12.5631,10.7686,10.9778,10.4474,9.8094,10.4846,11.5466,10.4489,10.9361,10.6876,11.1962,9.8982,11.2693,10.7796,9.4078,9.7169,11.5356,10.0799,9.2487,10.3936,10.3976,10.1514,9.4053,8.69,10.2521,8.9283,10.5428,9.2265,10.2122,10.6388,9.8101,10.7211,10.2704,9.9548,10.1536,10.3482,10.7069,11.4439,11.8498,10.9313,10.8591,11.78,11.3935,10.4866,10.3398,11.7476,9.7368,10.2597,12.5048,8.2777,11.0809,11.5123,10.6484,11.1937,9.3218,11.5679,8.3989,11.2321,11.6553,11.8068
"KCNN1",6.5384,5.5538,6.6332,6.0675,6.5963,5.3397,6.6192,6.6904,6.2696,6.5254,6.1473,6.4296,6.3858,5.7483,6.2424,6.1684,5.9457,6.4796,5.8078,5.8095,5.9645,6.0293,5.998,5.5755,5.9532,6.3946,7.4359,6.0147,5.8775,6.0808,5.9053,6.6835,6.0456,5.9948,5.9392,6.808,6.1023,5.9917,5.9826,6.1312,6.026,6.5176,5.8808,6.0109,6.3435,6.0916,5.9101,6.724,6.2551,6.2183,6.2165,6.5344,5.784,5.6762,6.1163,5.8974,6.0675,6.3198,6.1235,6.0157,5.7597,5.9197,6.0676,5.792,6.2018,6.1663,5.7761,6.108,6.323,6.1657,6.059,6.3151,8.4384,6.1168,5.891,5.9258,5.7926,5.8906,6.047,8.2823,7.1506,6.1418,6.5906,7.6564,7.1255,6.1226,5.7252,6.282,6.6328,5.7586,5.8552,7.4001,6.0382,6.0327,6.3412
"ARRDC2",9.848,10.3607,10.5586,10.3326,10.0165,12.4329,11.0266,10.5822,10.9043,10.08,10.9939,9.568,10.0362,10.2011,10.0796,10.337,9.8669,9.9908,10.5573,9.8394,9.9602,10.0829,10.5224,9.4797,10.4978,10.7721,9.7286,9.8245,9.3751,8.6474,9.3513,10.3932,9.8468,9.2404,9.5163,11.2988,9.4958,10.3826,10.1945,10.1908,9.0052,11.2383,9.4927,10.0103,9.1624,10.733,10.4579,10.45,11.7709,9.9573,9.2559,10.5092,10.2237,9.0018,9.5461,9.8364,9.3893,10.2401,9.0505,9.1854,9.4527,10.0934,9.6995,10.0792,11.1363,10.0323,10.292,9.6114,10.0023,9.5188,9.8391,10.3765,9.5789,10.6242,11.0358,10.722,10.5432,10.2,10.1192,9.3896,9.5222,8.7237,9.3277,10.72,8.3261,10.9745,10.6871,10.0306,10.3663,9.0293,11,8.5416,10.3176,10.1111,10.4688
"IL12RB1",6.9598,6.68,7.2817,6.9416,6.7412,6.1849,6.7856,7.2844,7.534,6.9525,6.7203,6.8363,7.0304,7.5353,6.8448,6.805,7.1024,6.7883,7.1794,7.4259,9.1254,8.8222,8.5017,7.4572,7.1177,8.0274,7.0144,8.1697,7.1343,6.6297,7.0008,6.7137,7.7399,7.5198,6.9608,7.6804,8.393,7.3618,6.6576,6.8699,7.0674,7.5492,8.0499,7.449,7.4304,6.9422,7.4365,8.98,9.5643,7.9759,6.6969,8.4291,7.4944,6.4782,8.194,6.4899,6.7804,7.2404,7.4269,6.6578,7.2941,6.1546,7.8071,8.2689,6.7024,7.5868,7.5695,8.4598,7.0484,8.4051,7.7696,8.8981,7.4034,9.29,7.7484,7.0283,7.0396,8.3306,7.7041,6.2176,7.4708,6.7155,6.8227,6.7007,6.4129,8.6988,8.1926,8.2089,7.0428,7.2077,6.5714,6.307,7.4779,8.6844,9.6234
"MAST3",9.2351,9.2464,9.227,9.4177,9.1822,9.4478,9.0731,9.4137,9.4734,9.5615,9.2337,9.2421,9.2364,9.4214,9.06,9.1393,9.2295,9.1498,10.066,9.4704,9.5674,9.2595,9.8366,8.7017,9.0986,8.823,8.677,9.2667,8.7616,8.7371,8.9537,8.9587,9.3534,8.5751,8.8046,9.701,9.5042,10.4057,8.9976,9.5128,8.1851,10.6192,9.0482,9.3391,8.557,9.3597,9.3385,10.0851,10.4426,9.4967,9.0889,9.3866,9.4594,9.0661,9.0832,9.5645,9.5571,9.4722,9.0481,9.6874,9.4527,9.4596,9.088,8.9864,9.0694,9.4613,9.7391,8.7765,8.8956,9.3434,9.253,10.273,9.9785,8.8005,9.2193,8.4959,9.5261,9.4721,8.8826,8.77,9.5369,8.4197,8.6226,8.9605,9.2591,10.1797,9.9237,8.7239,9.0739,8.8748,8.1671,10.2635,8.4842,8.8703,9.1187
"PIK3R2",11.0863,10.5465,11.3514,10.5868,11.036,10.9684,10.8424,12.2534,10.6496,10.8299,10.7031,10.5978,10.4955,10.2381,10.702,10.8222,10.4116,10.8131,10.5939,10.6341,10.6315,11.6304,11.0364,11.8764,12.1674,11.2388,12.6803,12.2963,12.6617,10.6781,13.133,12.228,11.4503,11.4655,12.5432,11.7464,12.8469,12.9717,13.0076,11.6928,11.6231,13.1014,12.6189,12.8387,12.0734,11.4853,11.3289,12.2086,11.303,11.3652,11.2263,12.6185,11.7085,10.8223,11.7109,11.2181,11.7952,11.7874,10.9751,12.1019,12.1335,10.8572,11.5845,10.5523,11.3883,11.1868,10.7139,11.6339,11.1812,11.0518,11.3533,11.3301,13.0705,11.8487,12.2242,11.7194,11.5891,11.8327,10.8993,12.4265,12.9472,11.317,11.1247,12.5799,10.6577,11.0604,12.0295,11.3223,11.8752,11.5668,10.8723,11.2944,11.606,11.7563,11.4622
"IFI30",10.2413,10.9285,11.5783,10.4915,10.3099,8.3498,9.9345,11.5443,11.4212,10.832,10.1608,9.7971,10.156,13.0737,10.7028,10.3636,10.5606,10.3813,11.1605,13.0791,13.7959,14.1407,15.6676,13.1321,12.3918,14.3252,11.9964,13.6316,12.7634,12.6128,12.7098,11.3311,12.629,12.1503,11.9554,13.2442,13.9585,12.9829,12.6658,12.7621,12.3799,13.126,13.7075,12.1329,13.4766,12.1313,12.7253,13.4783,13.8774,13.2683,10.9108,14.6918,12.9415,11.1604,13.4822,11.1663,11.4818,11.1765,12.4126,11.4885,11.4883,10.4953,13.1017,13.9157,12.2227,12.5151,13.1225,11.8536,11.9924,13.4694,12.8892,11.9763,12.3082,13.827,13.4448,12.95,11.8789,12.869,11.479,11.1007,12.0179,11.6619,12.3905,13.4106,11.3099,13.6511,14.7735,13.3886,12.033,13.2591,11.6984,9.8156,13.3393,14.3178,14.2864
"AC007192.4",11.6854,11.7071,12.4396,11.4931,11.6785,11.1337,11.4123,12.9225,12.0529,11.7909,11.4092,11.1973,11.2837,13.2484,11.6607,11.5674,11.4423,11.5717,11.8704,13.3056,13.9391,14.3647,15.7206,13.6249,13.2693,14.4747,13.3631,14.1031,13.6996,12.9286,13.9258,12.8286,13.1396,12.8271,13.2635,13.6616,14.4988,13.9664,13.832,13.309,13.0336,14.1039,14.2518,13.5143,13.9287,12.8205,13.1743,13.9676,14.0892,13.5963,12.0443,14.9913,13.4392,11.9693,13.8398,12.1621,12.6256,12.4908,12.8466,12.8067,12.8262,11.6485,13.5198,14.0383,12.8421,12.9774,13.3524,12.7249,12.6214,13.705,13.3003,12.6596,13.7261,14.1431,13.9478,13.4477,12.7079,13.4279,12.1886,12.8925,13.5412,12.4713,12.8725,14.0363,11.985,13.8604,14.9652,13.6827,12.9352,13.6362,12.3145,11.6934,13.7062,14.5359,14.4686
"MPV17L2",8.3652,8.3375,9.3641,8.617,8.4693,8.9988,8.1513,9.3884,8.4057,8.4505,8.7379,8.2138,8.2619,8.6852,8.7209,7.9833,7.8933,8.2761,8.519,8.5628,9.0123,9.0485,8.7511,9.4884,8.9728,9.4125,9.9805,9.7149,8.836,8.6833,9.1354,9.5166,9.717,8.6347,9.3328,10.0847,9.9092,10.2088,10.1387,9.206,8.7612,10.0639,9.0871,9.4824,9.8015,9.6437,8.95,9.9794,9.5831,8.3886,8.7185,9.9099,9.4211,9.2825,9.4966,8.9798,8.8028,8.7486,8.3496,9.0433,8.7733,9.2229,8.642,8.6364,9.0217,9.1941,9.0716,9.0352,8.3823,9.1872,8.7366,8.7952,10.186,9.8243,9.5435,9.4645,9.77,9.0337,8.9425,8.5329,9.442,9.9566,8.5165,10.7286,8.2275,9.1089,10.1265,8.7076,9.364,9.5448,9.7283,8.043,9.3584,9.5088,9.9685
"RAB3A",7.4568,6.8454,7.4519,7.2185,7.3328,8.8417,7.0171,7.581,7.2835,7.873,7.0865,7.3234,6.6919,7.0679,7.1114,7.2006,7.1942,7.4081,7.3424,7.5151,7.453,8.2422,7.1273,8.1408,7.7325,7.7289,8.0991,8.0352,8.0208,8.1945,7.9775,7.8774,8.5365,6.9954,7.7068,7.9935,8.6249,8.7655,8.1208,8.0016,7.5474,8.7287,7.7586,8.0837,8.2087,8.8124,8.2642,8.8772,7.396,7.7507,8.56,8.3121,8.0364,9.6723,8.3836,7.6416,7.9545,7.8183,7.8821,9.8428,7.4311,8.3407,7.7011,7.3974,7.9303,8.9508,8.3322,7.6755,7.2633,7.8116,7.3607,7.2745,8.8835,7.7466,7.6173,7.3322,8.3819,7.3064,8.1152,9.0867,9.0204,6.8399,6.9786,8.0911,6.9347,7.7659,8.4701,7.0406,7.0852,7.4085,7.5817,7.8129,7.4188,7.3184,7.5085
"PDE4C",6.2341,5.9415,6.0829,6.3586,5.9305,8.6649,6.2362,5.8207,6.4693,6.3982,6.0887,6.1821,6.5507,6.149,6.2663,5.892,6.2476,6.2072,6.1436,6.2212,5.7505,5.9576,5.7807,6.1468,5.7751,6.3946,5.7343,6.0505,5.7797,6.1104,5.8565,6.6041,5.8413,5.8592,6.0882,6.0005,6.0309,5.8275,6.3019,5.9238,6.278,6.2863,6.3148,5.8894,5.5685,6.0916,6.4006,5.88,6.2551,6.3079,6.1614,6.0759,6.0382,6.8031,5.8667,6.6521,6.2022,5.9599,5.9353,5.7324,6.0003,6.1256,5.7228,6.1776,7.299,6.1966,6.7224,6.2037,5.8491,6.2893,6.1923,6.0505,6.6286,5.8191,6.4016,6.8496,6.304,5.8906,6.1072,6.397,5.72,5.8273,6.0976,6.3343,6.2225,6.5093,6.3871,6.6979,6.6635,5.7586,6.5115,7.4284,6.4495,5.5727,6.7962
"KIAA1683",8.5282,10.2206,9.4893,9.9435,8.9518,7.5439,9.2815,9.0005,8.7652,10.0312,10.1514,9.9082,10.1171,7.4992,9.1832,9.5932,8.7772,10.3195,8.5445,8.8521,8.7212,6.7438,7.2692,6.0015,7.2759,7.3728,6.2392,6.7997,6.5707,6.6455,7.4008,8.4994,7.0064,8.4116,8.0904,8.6136,7.2725,7.174,8.8287,8.5568,7.9033,7.9163,6.1309,8.9459,7.0667,8.2084,7.2264,7.3295,8.4676,8.6673,9.0312,6.9232,8.126,7.1052,6.811,8.6749,7.708,8.4993,6.5578,8.9955,8.3588,8.0247,6.9941,6.8439,7.6885,7.3021,7.2513,6.2037,7.4761,8.5715,7.4828,9.6323,6.4501,6.5477,6.9363,6.8333,6.4277,6.7177,7.9632,7.7116,8.1084,6.1766,6.7508,7.7023,7.2107,8.0248,6.747,6.2326,7.1558,7.2552,7.2974,8.8105,8.3299,7.3286,6.3155
"JUND",11.4134,13.2261,14.8365,12.8541,11.5715,13.0279,12.7951,12.7696,11.4725,12.8077,12.9473,12.5464,12.7911,13.2715,12.8988,11.3785,11.7601,12.3877,11.8236,12.0037,11.1616,12.1244,10.8655,12.3342,12.4077,13.1448,12.4301,12.0479,12.1562,11.8199,11.7758,11.4795,12.0269,11.6311,11.5824,14.2269,11.5577,11.5679,13.2043,11.8917,11.3184,12.4006,11.6241,12.8409,10.8376,13.5778,11.0352,13.0377,11.8342,11.3964,11.7542,12.4244,11.9041,12.2665,12.3153,12.505,10.9791,11.5905,11.3,12.2968,11.1766,11.6314,11.3001,10.6841,12.6137,12.8017,11.8824,11.8706,11.5251,11.343,11.5379,12.1604,13.0351,12.5116,11.17,12.0864,13.7873,11.4392,12.3681,11.3979,11.7727,11.7681,11.5291,14.5332,8.872,12.3254,11.8547,11.8194,12.3982,11.2821,12.4455,9.3826,12.46,12.4299,11.4127
"LSM4",10.2732,10.2389,11.5792,10.1156,10.6039,11.7794,10.1103,11.5478,10.3037,10.2119,10.3973,9.8333,9.8921,10.6354,10.4735,9.8689,10.3291,10.1949,10.5038,10.1091,11.0133,11.5886,11.1351,11.5821,11.5612,11.6777,13.1465,11.0212,11.4717,11.0519,11.8748,12.1641,11.89,11.6749,11.4501,12.8586,12.4297,11.428,13.1468,11.0202,11.2756,12.9964,12.3239,11.8525,11.5691,11.6726,11.2696,12.5671,12.0476,10.6591,10.8911,12.106,11.6734,11.5903,11.5271,11.1324,10.7883,10.7273,10.5071,11.581,10.5369,10.9007,10.821,11.4877,11.3937,10.7009,10.9392,12.4759,10.3702,11.3288,11.4161,11.2946,12.9328,12.5961,11.8107,11.8858,12.8068,12.54,10.9469,12.4739,12.6091,12.4681,11.4189,12.8863,10.7414,11.5263,12.943,11.2874,11.7719,11.1428,12.5543,10.4796,12.1275,12.4663,12.7737
"PGPEP1",10.5773,10.1474,10.8353,10.7435,10.7416,11.6906,10.6149,10.5405,10.584,10.5859,9.985,10.5334,10.3298,10.2433,9.9971,10.7142,10.2997,10.2209,10.3961,10.5006,9.9474,9.5419,10.31,8.6277,10.3738,8.7794,8.785,9.2808,8.7098,9.3885,9.1462,10.013,10.6643,8.7825,10.64,10.5352,9.8076,10.9488,10.4678,10.5898,10.0496,10.9241,9.1909,10.4188,9.4106,10.454,10.3736,10.9285,10.242,10.3319,10.1188,10.6689,11.3929,11.0548,10.7056,10.108,10.7291,9.992,9.2862,11.6843,10.7025,11.0681,9.2608,8.687,10.231,10.2399,10.2226,8.7186,9.8455,10.7518,9.3682,9.4227,11.0876,8.8535,9.5299,8.9821,9.7833,10.1964,9.859,7.5233,10.096,7.778,8.1193,9.2015,9.366,10.4381,9.8678,9.3924,9.4083,9.2029,9.3044,9.2465,9.4733,9.0346,8.8859
