"gene","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000158825",7.1241,7.1994,7.567,7.4896,7.3343,7.4367,7.3309,7.1644
"ENSG00000158828",10.0935,10.2845,9.9907,10.1965,10.0285,10.3649,10.173,10.4978
"ENSG00000158850",8.799,8.9874,8.6921,8.8102,8.9918,8.7339,8.8009,8.9447
"ENSG00000158856",7.6559,7.6529,7.736,7.5256,7.5189,7.4462,7.8183,7.5618
"ENSG00000158859",7.5955,7.9105,7.6888,7.6543,7.803,7.5509,7.7819,7.9291
"ENSG00000158863",10.1,10.2923,10.1184,9.9961,10.0438,10.2313,9.9813,10.1039
"ENSG00000158864",10.5123,10.6344,10.6656,10.6545,10.5923,10.5955,10.589,10.5601
"ENSG00000158882",8.3128,8.2952,8.2416,7.9845,8.2923,8.1143,8.241,8.2176
"ENSG00000158887",7.2666,7.1994,7.3339,7.2973,7.4666,7.2334,7.3963,7.3061
"ENSG00000158941",10.3149,10.3356,10.1492,10.1684,10.196,10.2561,10.2122,10.2974
"ENSG00000158966",8.9862,8.5997,9.0542,9.0718,8.9007,8.7595,9.4013,9.3019
"ENSG00000158985",8.9686,9.0926,8.9259,9.4569,8.9766,9.2307,9.0261,9.5538
"ENSG00000158987",8.9686,8.6947,8.5899,8.6362,8.6871,8.7183,8.812,8.4558
"ENSG00000159023",9.3504,8.5352,9.4573,8.8986,9.0557,8.5507,9.5174,8.6944
"ENSG00000159055",8.0494,7.7766,7.837,7.8281,7.9535,7.7377,8.0262,7.8651
"ENSG00000159063",9.2005,9.1929,9.1755,9.2139,9.1416,9.4736,9.2049,9.0776
"ENSG00000159069",11.0225,11.3028,11.0179,10.9184,11.1898,11.439,10.8379,11.1574
"ENSG00000159079",7.8225,7.7956,7.7951,7.8401,7.7056,7.6778,7.7342,7.722
"ENSG00000159082",9.3393,9.0864,9.4358,9.1408,9.6868,9.2588,9.3798,9.2408
"ENSG00000159086",9.8135,9.634,9.4194,9.545,9.8083,9.5584,9.9687,9.6087
"ENSG00000159110",8.4799,8.3896,8.4126,8.4476,8.2564,8.5174,8.3956,8.3817
"ENSG00000159111",9.8756,9.7956,9.7842,9.7059,9.7226,9.5682,9.7866,9.8447
"ENSG00000159128",9.7943,9.6647,9.9132,9.6054,9.9034,9.5874,9.7956,9.8447
"ENSG00000159131",10.2546,10.5134,10.216,10.136,10.3296,10.4355,10.2861,10.3851
"ENSG00000159140",12.5595,12.4549,12.5472,12.4975,12.6528,12.7065,12.6299,12.6307
"ENSG00000159147",8.3759,8.4721,8.3303,8.5008,8.4909,8.1696,8.4995,8.5074
"ENSG00000159164",9.3482,9.3205,9.2706,9.0718,9.6807,9.4883,9.3331,9.3817
"ENSG00000159167",8.7956,9.8846,8.7203,9.5212,9.5685,11.9441,8.6255,10.3689
"ENSG00000159176",11.1945,11.6792,11.7244,11.7398,11.5647,12.8835,11.9896,11.8477
"ENSG00000159199",9.2468,9.3763,8.9954,9.1329,8.8898,9.1219,8.9047,8.8711
"ENSG00000159200",9.9278,11.9948,11.8754,12.2048,10.0462,11.8859,11.0632,11.9716
"ENSG00000159202",11.6371,11.7459,11.5671,11.7303,11.6431,11.6971,11.5865,11.6208
"ENSG00000159208",8.0557,7.8679,7.9029,7.5926,8.0571,8.1099,7.8272,7.5966
"ENSG00000159210",9.2396,9.1169,9.208,9.3459,9.1416,9.3957,9.1489,9.1849
"ENSG00000159212",9.2775,10.1807,9.5469,10.5429,9.1639,9.8267,9.6684,10.3885
"ENSG00000159214",7.8693,7.717,7.8573,7.7521,7.891,7.9542,7.694,7.8896
"ENSG00000159216",11.4972,11.9136,11.68,12.1758,11.7488,12.0933,11.4378,12.0265
"ENSG00000159217",7.9839,8.0715,8.0057,8.1288,8.3609,8.6731,8.411,8.5787
"ENSG00000159228",9.9337,9.978,9.9424,9.8046,10.1576,9.9875,9.8856,9.6843
"ENSG00000159231",8.39,8.2048,8.5082,8.5138,8.2879,8.0514,8.5819,8.6584
"ENSG00000159239",8.1636,7.927,8.2183,7.9094,7.9102,7.9284,8.1614,8.025
"ENSG00000159256",9.7182,9.6787,9.8728,9.9059,9.7633,9.6024,9.884,9.8597
"ENSG00000159259",7.8918,7.7066,7.9093,7.8638,7.9352,7.8579,8.0043,7.9892
"ENSG00000159263",7.2838,7.1994,7.2139,7.4318,7.3207,7.3551,7.1932,7.487
"ENSG00000159267",9.6067,9.5985,9.9919,10.1909,9.9505,9.9772,9.9984,10.1039
"ENSG00000159307",8.3128,8.8213,7.3601,7.6393,8.9457,8.589,7.4265,7.6617
"ENSG00000159314",8.1229,7.9592,8.034,7.852,7.8648,7.7505,8.1357,7.9819
"ENSG00000159322",10.377,10.3255,10.3035,10.4234,10.3363,10.3688,10.3087,10.4259
"ENSG00000159335",11.5064,12.1155,12.159,12.3567,11.9586,12.2319,11.9725,11.9389
"ENSG00000159346",10.5656,10.8229,10.7853,11.0946,10.8059,10.9781,10.507,11.0467
"ENSG00000159348",9.7584,9.7064,10.0606,10.1965,10.0625,9.9437,9.9007,9.8894
"ENSG00000159352",10.8387,10.9161,10.9187,10.7679,10.8632,10.8137,10.7095,10.7714
"ENSG00000159363",8.7546,9.0266,8.8498,8.9769,8.9843,9.3445,8.7593,9.0805
"ENSG00000159377",11.5257,11.7069,11.4454,11.4184,11.3824,11.3894,11.2763,11.4026
"ENSG00000159388",10.3919,10.0334,10.193,9.9594,10.2365,9.6051,10.3235,10.1247
"ENSG00000159399",9.9439,10.2369,9.4977,9.647,10.0578,10.9417,10.1537,10.0926
"ENSG00000159403",14.5829,14.8651,14.5946,14.7933,14.204,14.3586,14.5723,14.8253
"ENSG00000159423",8.4085,8.9297,8.4556,9.0966,8.4491,8.9099,8.2528,8.8077
"ENSG00000159433",10.2013,10.2622,9.6805,9.698,9.593,9.3607,9.9188,9.9992
"ENSG00000159445",8.7265,8.6695,8.9259,8.7477,9.0533,8.6512,8.8556,8.4748
"ENSG00000159459",9.9395,10.0178,10.1229,10.0525,10.0945,10.1909,10.1129,10.1602
"ENSG00000159461",10.9784,11.0208,11.2358,11.4839,11.2996,11.3216,11.1193,11.3231
"ENSG00000159479",9.0815,9.1729,9.1468,9.1875,9.2925,9.3445,9.0571,9.1095
"ENSG00000159496",7.5414,7.4206,7.5183,7.3457,7.4984,7.4172,7.483,7.4602
"ENSG00000159556",7.4189,7.5331,7.2622,7.1513,7.3207,7.4367,7.5721,7.7122
"ENSG00000159579",10.1231,10.0396,10.0779,9.869,10.2788,9.8301,9.948,9.878
"ENSG00000159588",7.0428,7.0639,7.1194,6.9757,7.0745,7.068,7.0595,7.0859
"ENSG00000159592",10.4729,10.4454,10.4862,10.6205,10.5162,10.3999,10.3672,10.5355
"ENSG00000159593",9.6715,9.9796,9.6668,10.0545,9.8028,9.9342,9.6742,9.8943
"ENSG00000159596",9.2372,9.0136,9.1445,9.076,9.3105,9.1672,9.264,9.0746
"ENSG00000159640",7.6938,7.6304,7.736,7.6085,8.238,8.2341,7.8954,7.9671
"ENSG00000159658",11.5834,11.6797,11.6116,11.8727,11.5756,11.91,11.7007,11.9954
"ENSG00000159674",13.7278,13.2355,12.7729,11.9085,13.9619,12.469,13.3219,12.3072
"ENSG00000159685",8.1229,7.9671,8.2868,8.1198,8.2334,8.056,8.205,7.9745
"ENSG00000159692",11.4117,11.22,11.1467,10.8902,11.245,11.0035,11.1969,10.9686
"ENSG00000159713",7.3478,7.124,7.2622,7.0752,7.3858,7.0881,7.4693,7.1399
"ENSG00000159714",9.2822,9.1139,9.0494,9.1798,9.2824,9.257,9.2951,9.2793
"ENSG00000159720",10.8449,10.6364,10.8325,10.5165,10.8893,10.5388,10.9326,10.5115
"ENSG00000159733",8.6941,8.6905,8.6762,8.5947,8.5563,8.6345,8.634,8.4842
"ENSG00000159761",7.7732,7.998,7.7511,7.7388,7.6895,7.5427,7.6518,7.7964
"ENSG00000159784",8.7441,8.554,8.8129,8.6593,8.5527,8.2496,8.8627,8.6129
"ENSG00000159788",9.4693,9.3688,9.1886,9.1128,9.432,9.2466,9.3676,9.2742
"ENSG00000159792",10.1371,10.3715,9.9955,10.233,10.082,10.233,9.9544,10.3572
"ENSG00000159840",12.6733,13.4286,12.8092,13.3107,12.5245,13.4082,12.5834,13.177
"ENSG00000159842",12.1572,11.6772,12.1593,11.8165,12.4583,11.9637,12.2742,11.8756
"ENSG00000159860",7.7211,7.7766,7.7048,7.5429,7.577,8.2064,7.584,7.8483
"ENSG00000159871",7.1241,7.0639,7.0742,7.2714,7.6976,7.4555,7.1932,7.1874
"ENSG00000159873",9.5694,9.3812,9.4376,9.5332,9.67,9.288,9.6306,9.4234
"ENSG00000159882",8.1229,7.9105,8.1147,7.953,8.068,8.0514,8.0755,8.039
"ENSG00000159884",7.6559,8.0427,7.6215,7.8982,7.6976,8.2023,7.7726,7.9745
"ENSG00000159885",7.6844,7.4051,7.7879,7.6834,7.9352,7.6056,7.7536,7.7024
"ENSG00000159899",10.5171,10.7365,10.6993,10.9262,10.4375,10.5269,10.7114,10.9013
"ENSG00000159904",7.1908,7.124,7.2622,7.0752,7.247,7.2195,7.1932,7.0554
"ENSG00000159905",7.7982,7.6304,7.7879,7.4896,7.8845,7.7313,7.9895,7.8976
"ENSG00000159915",7.5955,7.3027,7.8301,7.5078,7.7741,7.4917,7.6299,7.5736
"ENSG00000159917",7.6263,7.7956,7.7205,7.8754,7.6732,7.7816,7.6518,7.7506
"ENSG00000159921",9.3876,9.4792,9.3383,9.4756,9.3631,9.4631,9.2186,9.535
"ENSG00000160007",11.6799,11.4598,11.5811,11.3841,11.7047,11.5986,11.7096,11.6155
"ENSG00000160013",7.9495,7.9592,8.1702,8.4544,7.7887,8.3979,8.1927,8.3817
"ENSG00000160014",12.2194,12.0668,12.2752,12.113,12.1906,12.1631,12.4105,12.1136
"ENSG00000160049",10.0512,9.9187,9.8768,9.775,10.1608,10.0684,9.9938,9.8862
"ENSG00000160050",7.7562,7.6856,7.9029,7.5764,7.7814,7.6639,7.8003,7.5852
"ENSG00000160051",7.3478,7.5067,7.7436,7.4516,7.5676,7.5981,7.7342,7.5254
"ENSG00000160055",8.4085,8.1132,8.5656,8.3631,8.4138,8.5204,8.4947,8.3454
"ENSG00000160058",11.0198,10.859,11,10.8143,11.0659,10.7296,10.931,10.9655
"ENSG00000160062",8.2926,8.2894,8.2599,8.4339,8.1,8.0374,8.2351,8.4558
"ENSG00000160072",9.1346,9.3713,8.9417,9.0593,8.8953,9.2743,8.9353,8.9544
"ENSG00000160075",10.813,10.983,10.8802,10.9774,10.8854,11.008,10.7765,10.8533
"ENSG00000160087",9.6627,9.7956,9.6185,9.5941,9.6328,9.6567,9.6644,9.6538
"ENSG00000160094",9.2729,9.1437,9.3653,9.0551,9.2138,9.0809,9.2374,9.1822
"ENSG00000160097",7.4322,7.0639,7.3975,7.0752,7.3207,7.159,7.4116,7.0859
"ENSG00000160111",7.7816,7.52,7.5856,7.3903,7.5954,7.4739,7.6299,7.5499
"ENSG00000160113",8.9803,8.9262,8.8526,8.8986,8.7553,8.9189,8.9386,8.925
"ENSG00000160117",7.1697,7.1757,6.9915,7.0297,7.1601,7.1903,7.1187,7.1399
"ENSG00000160124",8.1749,8.1858,8.2779,8.2069,8.3055,8.3423,8.1422,8.0179
"ENSG00000160131",9.8726,9.8932,9.8488,10.1126,9.7675,9.9352,9.8431,9.9625
"ENSG00000160145",8.0237,7.4206,7.5947,7.2441,7.9102,7.344,7.7143,7.4179
"ENSG00000160161",6.7344,6.9899,6.9163,6.7344,7.0978,7.159,7.1451,7.1644
"ENSG00000160172",7.53,7.3211,7.6037,7.4709,7.6895,7.4555,7.694,7.3725
"ENSG00000160179",8.2299,8.4418,8.4402,8.5392,7.9834,8.0743,8.8304,9.5906
"ENSG00000160190",7.7475,7.8592,7.6807,7.8869,7.247,7.1903,7.8447,8.1062
"ENSG00000160191",7.3478,7.2837,7.2466,7.1152,7.022,6.9705,6.9403,6.8782
"ENSG00000160193",8.0929,8.2048,7.9825,7.8869,7.9596,8.1529,7.9969,8.025
"ENSG00000160194",9.7846,9.7201,9.7471,9.7874,9.8943,9.8664,9.6664,9.7142
"ENSG00000160199",9.2492,9.1671,9.2313,8.8698,9.262,9.1783,9.1141,8.7409
"ENSG00000160200",9.8619,10.9327,9.4047,10.2809,8.9868,9.8753,9.3331,10.4236
"ENSG00000160201",10.2252,10.4719,9.9674,10.0809,10.1125,10.2174,10.062,10.0912
"ENSG00000160207",7.1697,7.3389,7.3339,7.322,7.3733,7.2601,7.4554,7.3061
"ENSG00000160208",9.6855,9.5985,9.6986,9.5092,9.7916,9.8586,9.7184,9.6748
"ENSG00000160209",11.0739,11.1206,10.9181,11.1181,10.8977,11.2723,11.3218,11.3444
"ENSG00000160211",12.1814,12.2861,11.7058,11.1345,11.8359,11.4371,11.7241,11.381
"ENSG00000160213",10.3425,10.7553,10.9746,11.2453,10.7977,11.0265,10.8533,11.152
"ENSG00000160214",8.8644,8.9297,8.7357,8.7741,8.8734,9.0908,8.7784,8.822
"ENSG00000160216",10.8753,10.979,11.0735,11.1733,11.2586,11.3774,11.2136,11.184
"ENSG00000160218",10.0471,10.245,9.9882,10.2258,10.0226,10.2881,10.0215,10.318
"ENSG00000160219",7.703,7.8852,7.6215,7.8158,7.7443,7.9073,7.7439,8.032
"ENSG00000160221",10.3227,10.3605,10.2779,10.2633,10.2075,10.2872,10.249,10.3862
"ENSG00000160223",7.3324,7.1507,7.2921,7.0297,7.6649,7.2469,7.3479,7.0554
"ENSG00000160226",8.4403,8.4621,8.3598,8.1015,8.2051,8.5112,8.241,8.3969
"ENSG00000160229",7.099,7.0639,7.0975,7.0752,7.1789,7.2051,7.1187,7.0859
"ENSG00000160233",7.2302,7.4206,7.7205,7.6393,7.1969,7.344,7.5478,7.5378
"ENSG00000160255",6.8725,6.9899,7.0742,7.0752,7.1405,7.175,7.0904,6.7344
"ENSG00000160256",7.9973,8.2539,8.1043,8.4201,8.2473,9.0181,7.9895,8.548
"ENSG00000160271",9.9116,9.6216,9.7543,9.2833,9.6043,9.4601,10.0169,9.6285
"ENSG00000160282",7.79,8.0206,7.2139,7.1513,7.1405,7.2195,7.0253,7.2303
"ENSG00000160284",7.8844,7.9105,8.9259,8.7043,9.1005,8.7131,8.7554,8.771
"ENSG00000160285",12.0979,11.9564,11.8365,11.7473,11.7619,11.7639,11.8325,11.9598
"ENSG00000160293",9.3504,9.297,9.3972,9.2214,9.2682,9.3704,9.5477,9.3192
"ENSG00000160294",10.5943,10.6834,10.4896,10.6053,10.5543,10.6762,10.5777,10.5803
"ENSG00000160298",7.9634,7.7373,7.7807,7.7782,7.7519,7.6847,7.8003,7.7024
"ENSG00000160299",10.3544,10.2302,10.1117,10.0277,10.1918,9.9968,10.3223,10.3514
"ENSG00000160305",10.2192,10.0504,10.1073,9.9081,10.0497,9.9029,10.1948,9.9656
"ENSG00000160307",7.2302,7.2434,7.567,7.4896,6.8632,6.8526,7.0595,6.9377
"ENSG00000160310",11.3246,11.2348,11.4317,11.1677,11.2686,11.1149,11.2162,11.1674
"ENSG00000160318",7.0721,7.1757,6.9571,6.9051,6.9573,7.0234,7.1451,7.2094
"ENSG00000160321",7.2109,7.0952,6.9915,7.0297,7.1789,7.2601,7.0904,6.9377
"ENSG00000160323",8.73,8.6695,8.6437,8.6478,8.1362,8.1983,8.4462,8.57
"ENSG00000160325",8.73,8.5679,8.7448,8.6007,8.6903,8.5112,8.8083,8.5613
"ENSG00000160326",7.8305,7.9188,7.9156,7.7388,8.126,8.2612,7.9117,7.8815
"ENSG00000160336",8.8222,8.7675,8.8071,8.8551,8.9509,8.857,8.9081,8.7636
"ENSG00000160345",7.6461,7.5833,7.736,7.5764,7.5581,7.5509,7.6836,7.672
"ENSG00000160352",7.6059,7.4931,7.8639,7.5764,7.6481,7.628,7.7819,7.6298
"ENSG00000160360",11.3802,10.9228,11.1788,10.6929,11.0211,10.8628,11.3236,10.882
"ENSG00000160392",8.535,8.3009,8.2823,8.2152,8.3357,8.2913,8.2351,8.1756
"ENSG00000160396",7.0721,7.124,7.0975,6.7344,7.2142,7.159,7.1451,7.1644
"ENSG00000160401",7.2666,7.3729,7.3472,7.4516,7.4099,7.3765,7.3133,7.487
"ENSG00000160404",8.1579,8.2357,8.0778,8.0446,8.2334,8.1011,8.1226,8.2971
"ENSG00000160408",11.5103,11.7985,11.4098,11.7703,11.4079,11.8215,11.4768,11.9145
"ENSG00000160410",10.1976,10.4489,10.2119,10.1703,10.1651,10.4242,9.9891,10.2169
"ENSG00000160439",8.0494,8.0572,7.9766,7.953,8.0841,8.1655,8.1865,8.0931
"ENSG00000160445",11.0653,10.9949,11.1746,11.1393,11.1193,11.0545,11.1382,11.2658
"ENSG00000160446",8.5391,8.9774,8.6568,9.2362,8.4296,9.0427,8.6467,9.2038
"ENSG00000160447",7.6162,7.7373,7.766,7.8754,7.6395,7.8802,7.8872,8.0865
"ENSG00000160460",8.4712,8.1665,8.8609,8.1985,8.8871,8.2688,8.6675,7.9819
"ENSG00000160469",8.4886,8.2718,8.3303,8.0348,8.4946,8.2839,8.3264,8.1633
"ENSG00000160539",8.5877,8.5016,7.9941,7.9845,8.7643,8.7671,8.4511,8.5301
"ENSG00000160551",11.9216,11.9442,11.8264,11.9433,12.0284,12.2548,11.9861,12.2144
"ENSG00000160563",8.5916,8.6131,8.5008,8.6362,8.6014,8.5019,8.5368,8.6171
"ENSG00000160570",8.7956,8.7276,8.8215,8.6876,8.8027,8.5417,8.812,8.7371
"ENSG00000160584",10.4013,10.509,10.3978,10.2669,10.5486,10.5381,10.3588,10.5062
"ENSG00000160602",8.0302,7.9826,8.1043,8.0922,7.8974,7.9284,8.0262,7.9892
"ENSG00000160606",7.6263,7.6304,7.6807,7.5078,7.4984,7.6056,7.6732,7.5254
"ENSG00000160613",10.3929,10.8193,10.8278,11.729,10.8625,11.9057,10.7374,11.2539
"ENSG00000160633",11.1788,11.3167,11.0101,11.2968,11.0439,10.8898,11.1193,11.3608
"ENSG00000160678",7.3914,7.4931,7.4094,7.1845,7.1601,7.159,7.3309,7.3566
"ENSG00000160679",9.6976,9.6687,9.5268,9.5182,9.5536,9.5983,9.6387,9.5434
"ENSG00000160685",9.346,9.3308,9.2828,8.9991,9.459,9.1691,9.2158,9.1767
"ENSG00000160688",8.8483,9.0895,8.8329,8.8698,8.9994,8.9521,8.7202,8.8538
"ENSG00000160691",12.369,12.267,12.1803,12.0909,12.3201,12.5702,11.9477,11.8314
"ENSG00000160695",10.5382,10.3703,10.3776,10.0949,10.4674,10.2278,10.5348,10.3931
"ENSG00000160703",9.1781,8.9973,9.5234,9.3828,9.1771,9.3767,9.2267,9.2171
"ENSG00000160710",12.4295,12.2532,12.3025,12.2202,12.4093,12.3337,12.2525,12.1674
"ENSG00000160712",9.6341,9.9764,9.5453,10.2438,9.5816,9.9886,9.6083,10.2078
"ENSG00000160714",10.2347,10.3825,10.3267,10.4203,10.3209,10.3751,10.2657,10.318
"ENSG00000160741",9.4301,9.8372,9.386,9.7033,9.6853,9.6851,9.4798,9.7252
"ENSG00000160746",10.3249,10.7145,10.5041,10.8603,10.569,10.8466,10.2516,10.6847
"ENSG00000160752",8.9862,8.9158,9.0373,8.908,8.9221,8.9031,8.9285,9.0143
"ENSG00000160753",9.531,9.79,9.4803,9.4506,9.4063,9.4359,9.4434,9.6595
"ENSG00000160766",9.9482,9.6566,9.9412,9.6821,9.8799,9.658,9.9907,9.7774
"ENSG00000160767",10.1521,10.4934,10.1814,10.4171,10.1705,10.0732,10.1758,10.5115
"ENSG00000160781",7.099,7.5331,7.3601,7.5078,7.4445,7.5669,7.2154,7.388
"ENSG00000160783",8.0929,8.0715,8.1453,8.1378,8.2241,8.004,8.2586,8.039
"ENSG00000160785",9.3236,9.5179,9.4609,9.4818,9.4941,9.478,9.3965,9.437
"ENSG00000160789",13.7549,13.8039,13.7929,13.8205,13.3939,13.9208,13.9612,13.9534
"ENSG00000160796",8.39,8.6822,8.444,8.3335,8.2003,8.5447,8.3535,8.6379
"ENSG00000160799",8.6941,8.8802,8.6697,8.5826,8.6082,8.6839,8.5951,8.6745
"ENSG00000160801",7.9139,7.9021,7.8506,7.8401,7.7443,7.7998,7.5721,7.6924
"ENSG00000160803",9.625,9.59,9.6105,9.5998,9.8982,9.4942,9.8239,9.6557
"ENSG00000160808",7.2109,7.1507,7.2921,7.3684,7.0493,7.2729,7.2366,7.1874
"ENSG00000160813",7.8064,7.9021,7.6037,7.4516,7.5862,7.7816,7.8003,7.6924
"ENSG00000160818",8.6458,9.2099,8.9803,9.1526,9.1097,9.4795,8.7669,8.925
"ENSG00000160828",8.7265,8.7112,8.847,8.6127,8.8314,8.8986,8.8663,8.6785
"ENSG00000160867",9.2729,9.0201,9.2645,8.5642,8.8343,8.6401,9.2213,8.6745
"ENSG00000160870",9.8634,9.6807,8.5228,7.7253,8.5668,8.3207,8.2644,7.8313
"ENSG00000160877",10.194,10.2409,10.1405,10.1185,10.0831,10.4776,9.9496,10.1122
"ENSG00000160886",6.9297,6.9899,7.0218,6.9757,7.2309,7.1252,7.1698,7.0554
"ENSG00000160888",8.9568,8.7153,8.7387,8.682,8.8789,8.6373,9.0448,8.7523
"ENSG00000160908",8.5677,8.5861,8.7234,8.558,8.4491,8.589,8.5951,8.7023
"ENSG00000160917",9.1654,8.9571,9.0966,8.9406,9.0388,8.9499,9.0663,8.7636
"ENSG00000160932",11.9631,11.6373,11.5799,11.6113,11.8433,11.766,12.1424,11.8323
"ENSG00000160948",10.607,10.5921,10.4939,10.3769,10.4322,10.4608,10.701,10.8714
"ENSG00000160949",8.352,8.5633,8.4594,8.5008,8.3774,8.4148,8.4609,8.3507
"ENSG00000160951",7.2487,6.9431,7.2466,7.0297,6.9917,6.939,7.2952,7.1399
"ENSG00000160953",10.1646,9.9486,9.8217,9.6138,9.8904,9.8267,10.0516,9.9185
"ENSG00000160957",7.9703,8.028,7.9941,7.8401,7.8845,8.0136,8.0043,8.0037
"ENSG00000160959",9.2323,9.2459,9.1973,8.9268,9.1051,9.2553,9.2294,9.1295
"ENSG00000160961",9.0542,8.8694,9.0897,9.0843,9.1683,9.1219,9.1431,8.9608
"ENSG00000160972",8.4358,8.4264,8.4047,8.19,8.3733,8.6005,8.4609,8.4218
"ENSG00000160991",9.919,9.4998,10.1039,9.625,10.1325,9.9814,10.2438,9.5454
"ENSG00000160993",8.4929,8.2835,8.3722,8.19,8.4257,8.4214,8.2469,8.2916
"ENSG00000160999",7.3167,7.2639,7.1401,7.0752,7.1789,7.2051,7.2764,7.1399
"ENSG00000161010",9.9482,9.7084,9.7016,9.5625,9.9073,9.3973,9.7612,9.4571
"ENSG00000161011",13.7254,12.9507,13.1886,12.7158,13.5302,12.6504,13.4639,12.7654
"ENSG00000161013",12.4681,12.5871,12.283,12.6365,12.7691,12.9675,12.4246,12.6851
"ENSG00000161016",14.2427,14.3401,13.8832,13.7389,13.7544,13.7682,13.63,13.6361
"ENSG00000161021",10.1193,10.1765,9.9323,10.1048,10.0285,10.1421,9.9813,10.1642
"ENSG00000161036",8.5636,8.6947,8.4518,8.4678,8.6871,8.7391,8.4995,8.642
"ENSG00000161040",7.2109,7.0639,7.2305,6.9757,7.3606,7.0465,7.4554,7.2696
"ENSG00000161048",8.9891,8.6822,9.208,9.0209,9.0509,8.9865,9.1911,8.9831
"ENSG00000161057",10.7078,10.6686,10.6109,10.6478,10.6478,10.5908,10.6313,10.5157
"ENSG00000161091",9.5522,10.0732,9.6089,9.7447,9.7211,10.206,9.6565,10.0082
"ENSG00000161103",7.3914,7.546,7.5947,7.7253,7.5581,8.1983,7.5957,7.6512
"ENSG00000161132",7.0721,6.9899,6.9571,7.1513,7.0493,6.9705,7.0253,7.2303
"ENSG00000161133",7.3478,7.3893,7.1966,7.3457,7.1789,7.3213,7.2952,7.2696
"ENSG00000161149",7.1475,7.0639,6.9915,6.7344,7.1405,6.8526,7.1698,6.9832
"ENSG00000161179",7.9495,8.1794,7.9941,8.0543,7.831,8.1187,8.2291,8.3134
"ENSG00000161202",11.2691,11.3628,11.4193,11.4255,11.8027,11.6374,11.4878,11.5466
"ENSG00000161203",12.9481,13.1468,13.0018,13.0227,13.2246,13.2976,12.8396,12.9234
"ENSG00000161204",9.9072,9.839,10.016,9.8095,10.0058,10.036,9.8187,9.7827
"ENSG00000161217",10.8738,11.0332,11.0337,11.0976,10.8546,10.9637,10.9382,11.038
"ENSG00000161243",8.2459,8.3735,8.2912,8.3184,8.2427,8.2496,8.2231,8.0732
"ENSG00000161249",10.132,9.8966,11.5606,11.2462,10.9663,10.8958,10.6042,10.3156
"ENSG00000161265",7.3627,7.3893,7.6474,7.2714,7.4666,7.3551,7.6073,7.5001
"ENSG00000161267",7.5635,8.1335,7.6037,7.8401,7.5581,8.1779,7.4265,7.9965
"ENSG00000161277",8.6534,8.5997,8.4822,8.3558,8.5313,8.6205,8.5229,8.5165
"ENSG00000161281",8.858,9.1786,8.8554,9.0209,8.8624,9.065,9.0292,9.2171
"ENSG00000161298",7.6559,7.6529,7.8705,7.6834,7.6732,7.5748,7.8447,7.6924
"ENSG00000161326",9.6993,9.9667,9.6009,10.1853,9.4045,9.8631,9.7184,9.9687
"ENSG00000161328",7.585,7.4792,7.6302,7.3684,7.6309,7.4462,7.7243,7.4738
"ENSG00000161381",9.7451,8.3517,9.7729,9.2975,9.9778,9.0243,9.6565,8.7931
"ENSG00000161395",9.3876,9.2294,9.1623,9.3391,9.029,9.0325,9.1574,9.138
"ENSG00000161513",10.4087,9.7374,9.7105,8.6987,9.9008,9.2289,9.6446,9.0143
"ENSG00000161526",9.7317,9.7956,9.8326,9.77,9.7747,9.8359,9.6486,9.6805
"ENSG00000161533",10.002,10.0068,10.0172,9.9594,10.059,9.8174,9.9221,9.9072
"ENSG00000161542",9.6697,9.4034,9.0227,8.9406,9.5816,9.5874,9.7297,9.562
"ENSG00000161544",10.6224,10.3205,10.1909,9.9395,10.4178,10.014,10.559,10.3689
"ENSG00000161547",10.3695,10.4018,10.3324,10.4219,10.1192,10.4189,10.2162,10.1024
"ENSG00000161551",8.5099,8.6989,8.3722,8.4678,8.2745,8.2839,8.6169,8.583
"ENSG00000161558",8.4403,8.2952,8.4324,8.2317,8.3609,8.0697,8.205,8.2749
"ENSG00000161583",9.0542,9.2459,9.1059,8.9268,8.9405,8.7131,9.146,9.1547
"ENSG00000161594",7.0721,6.9899,6.9571,7.1513,6.9165,6.939,7.0904,7.0554
"ENSG00000161618",8.5515,8.7153,8.4594,8.326,8.453,8.5357,8.4995,8.4413
"ENSG00000161638",12.3461,12.4471,12.2465,12.1227,12.2132,12.1439,12.1534,12.2183
"ENSG00000161642",9.9467,9.5446,9.6498,8.9314,9.4229,8.8092,9.7222,9.0327
"ENSG00000161647",7.9906,8.6219,7.9587,8.7845,8.0571,8.7994,7.8872,8.8538
"ENSG00000161653",7.7816,7.6748,7.7127,7.4709,7.7056,7.6568,7.7819,7.76
"ENSG00000161654",9.8982,10.0256,9.8715,10.0769,10.0659,10.02,9.9891,10.0067
"ENSG00000161664",7.4829,7.4358,7.466,7.3684,7.4666,7.3328,7.5097,7.2696
"ENSG00000161671",10.1396,10.3052,10.1073,9.9506,9.746,9.7363,9.8222,9.9779
"ENSG00000161677",9.5349,9.8829,9.0078,9.301,9.0266,9.442,9.1141,9.477
"ENSG00000161681",8.105,7.9826,8.2323,7.8281,8.3938,8.4013,8.155,7.9056
"ENSG00000161682",9.1475,8.5816,9.2271,8.5266,9.029,8.3423,9.3652,8.9117
"ENSG00000161692",8.1917,8.1534,8.2323,8.0829,7.9775,7.9491,8.1865,8.0528
